time,lane_exit_A,lane_exit_B,lane_exit_C,lane_exit_D
69484,11.4,9.1,10.43,19.04
69485,11.4,9.1,10.43,19.04
69486,11.4,9.1,10.43,19.04
69487,11.4,9.1,10.43,19.04
69488,11.4,9.1,10.43,18.07
69489,11.4,9.1,10.43,18.07
69490,11.4,9.1,10.43,18.07
69491,11.4,9.1,10.43,18.07
69492,11.4,9.1,10.43,18.07
69493,11.4,9.1,10.43,18.07
69494,11.4,9.1,10.43,18.07
69495,11.4,9.1,10.43,18.07
69496,12.07,9.1,10.43,18.07
69497,12.07,9.01,10.43,18.07
69498,12.07,9.01,10.43,18.07
69499,12.07,9.01,10.43,18.07
69500,12.62,9.01,10.43,18.07
69501,12.62,8.89,10.43,18.07
69502,12.62,8.89,10.43,18.07
69503,12.62,8.89,10.43,18.07
69504,12.62,8.89,10.43,18.07
69505,12.62,9.19,10.43,18.07
69506,15.5,9.19,10.43,18.07
69507,15.5,9.19,10.43,18.07
69508,15.5,9.19,10.43,18.07
69509,15.5,9.19,10.43,18.07
69510,15.5,9.19,10.43,18.07
69511,15.5,9.19,10.43,18.07
69512,15.5,9.19,10.43,18.07
69513,15.5,9.19,10.43,18.07
69514,15.5,9.19,10.43,18.07
69515,15.5,9.19,10.43,18.07
69516,15.5,9.19,10.43,18.07
69517,15.5,9.19,10.43,18.07
69518,15.5,12.38,10.43,18.07
69519,15.5,12.38,10.43,18.07
69520,15.5,12.38,10.43,18.07
69521,15.5,12.38,10.43,18.07
69522,15.5,12.38,10.43,18.07
69523,15.5,12.38,10.43,18.07
69524,15.5,12.38,10.43,18.07
69525,15.5,12.38,10.43,18.07
69526,15.5,12.38,10.43,18.07
69527,15.5,12.0,10.43,18.07
69528,15.5,12.0,10.43,18.07
69529,15.5,12.0,10.43,18.07
69530,15.5,12.0,10.43,22.36
69531,15.5,12.76,10.43,22.36
69532,15.5,12.76,10.43,22.36
69533,15.5,12.76,10.43,22.36
69534,15.5,12.76,10.43,22.36
69535,15.5,12.76,10.43,22.36
69536,15.5,12.76,10.43,22.36
69537,15.5,12.76,10.43,22.36
69538,15.5,12.76,10.43,22.36
69539,15.5,12.76,10.43,22.36
69540,15.5,12.76,10.43,22.36
69541,15.5,12.76,10.43,22.36
69542,15.5,12.76,10.43,22.36
69543,15.5,12.76,10.43,22.36
69544,15.5,12.76,10.43,22.36
69545,15.5,12.76,10.43,22.36
69546,15.5,12.76,10.43,22.36
69547,15.5,12.76,10.43,22.36
69548,15.5,12.76,10.43,22.36
69549,15.5,12.76,10.43,22.36
69550,15.5,12.76,10.43,22.36
69551,15.5,12.76,10.43,22.36
69552,15.5,12.76,10.43,20.17
69553,15.5,12.76,10.43,20.17
69554,15.5,12.76,10.43,20.17
69555,15.5,12.76,10.43,19.5
69556,15.5,12.76,10.43,19.5
69557,15.5,12.11,10.43,19.5
69558,15.5,12.11,10.43,19.5
69559,15.5,12.11,10.43,19.48
69560,15.5,12.11,10.43,19.48
69561,15.5,12.11,10.43,19.48
69562,15.5,12.11,10.43,19.48
69563,15.5,12.11,10.43,19.48
69564,15.5,12.11,10.43,19.48
69565,15.5,12.11,10.43,19.48
69566,15.5,12.11,10.43,19.48
69567,15.5,12.11,10.43,19.48
69568,15.5,12.11,10.43,19.48
69569,15.5,12.11,10.43,19.48
69570,15.5,12.11,10.43,19.48
69571,15.5,12.11,10.43,19.48
69572,15.5,12.11,10.43,19.48
69573,15.5,12.11,10.43,19.48
69574,15.5,12.11,10.43,19.48
69575,15.5,12.11,10.43,19.48
69576,15.5,12.11,10.43,19.48
69577,15.5,12.11,10.43,19.48
69578,15.5,12.11,10.43,19.48
69579,15.5,12.11,10.43,19.48
69580,15.5,12.11,10.43,19.48
69581,15.5,12.11,10.43,19.48
69582,15.5,12.11,10.43,19.48
69583,15.5,12.11,10.43,19.48
69584,15.5,12.11,10.43,19.48
69585,15.5,12.11,10.43,19.48
69586,15.5,12.11,10.43,19.48
69587,15.5,12.11,10.43,19.48
69588,15.5,12.11,10.43,19.48
69589,15.5,12.11,10.43,19.48
69590,15.5,12.11,10.43,19.48
69591,15.5,14.19,10.43,19.48
69592,15.5,14.19,10.43,19.48
69593,15.5,14.19,10.43,19.48
69594,15.5,14.19,10.43,19.48
69595,15.5,14.19,10.43,19.48
69596,15.5,14.19,10.43,19.48
69597,15.5,14.19,10.43,19.48
69598,15.5,14.19,10.43,19.48
69599,15.5,14.19,10.43,19.48
69600,15.5,14.19,10.43,19.48
69601,15.5,14.19,10.43,19.48
69602,15.5,14.19,10.43,19.48
69603,15.5,14.19,10.43,19.48
69604,15.5,14.19,10.43,19.48
69605,15.5,14.19,10.43,19.48
69606,15.5,14.19,10.43,19.48
69607,15.5,14.19,10.43,19.48
69608,15.5,14.19,10.43,19.48
69609,15.5,14.19,10.43,19.48
69610,15.5,14.19,10.43,19.48
69611,15.5,14.19,10.43,19.48
69612,15.5,14.19,10.43,19.48
69613,15.5,14.19,10.43,19.48
69614,15.5,14.19,10.43,19.48
69615,15.5,14.19,10.43,19.48
69616,15.5,14.19,10.43,19.48
69617,15.5,14.19,10.43,19.48
69618,15.5,14.19,10.43,19.48
69619,15.5,14.19,10.43,19.48
69620,15.5,14.19,10.43,19.48
69621,15.5,14.19,10.43,19.48
69622,15.5,14.19,10.43,19.48
69623,15.5,14.19,10.43,19.48
69624,15.5,14.19,10.43,19.48
69625,15.5,14.19,10.43,19.48
69626,15.5,14.19,5.58,19.48
69627,15.5,14.19,5.58,19.48
69628,15.5,14.19,5.58,19.48
69629,15.5,14.19,5.58,19.48
69630,15.5,14.19,5.58,19.48
69631,15.5,14.19,5.58,19.48
69632,15.5,14.19,5.58,19.48
69633,15.5,14.19,6.03,19.48
69634,15.5,14.19,6.03,19.48
69635,15.5,14.19,6.03,17.68
69636,15.5,9.63,6.03,17.68
69637,15.5,9.63,6.03,17.68
69638,15.5,9.63,6.03,17.68
69639,15.5,9.63,6.08,17.68
69640,15.5,9.52,6.08,17.68
69641,15.5,9.52,6.08,17.68
69642,15.5,9.52,6.08,17.68
69643,15.5,9.52,6.08,19.4
69644,15.5,9.52,6.08,19.4
69645,15.5,9.52,6.08,19.4
69646,15.5,9.52,6.35,19.4
69647,15.5,9.52,6.35,19.4
69648,15.5,9.52,6.35,19.4
69649,15.5,9.52,6.35,19.4
69650,15.5,10.22,7.4,19.4
69651,15.5,10.22,7.4,19.4
69652,15.5,10.22,7.4,19.4
69653,15.5,10.22,7.4,19.4
69654,15.5,10.22,6.04,19.4
69655,15.5,10.22,6.04,19.4
69656,12.34,10.22,6.04,19.4
69657,12.34,10.22,6.04,19.4
69658,12.34,10.22,6.53,19.4
69659,12.34,10.22,6.53,19.4
69660,12.34,10.22,6.53,19.4
69661,12.34,10.22,6.53,19.4
69662,12.26,10.22,6.53,19.4
69663,12.26,10.22,6.53,19.4
69664,12.26,10.22,6.53,19.4
69665,12.26,10.22,6.53,19.4
69666,12.26,10.22,6.53,19.4
69667,12.26,10.22,6.53,19.4
69668,12.26,10.22,6.53,19.4
69669,12.26,10.22,6.53,19.4
69670,12.26,10.22,6.53,19.4
69671,12.26,10.22,6.53,19.4
69672,12.26,10.22,6.53,19.4
69673,12.26,10.22,6.53,16.95
69674,12.26,10.22,6.53,16.95
69675,12.26,10.22,6.53,16.95
69676,12.26,10.22,6.53,16.95
69677,12.26,10.22,6.53,16.51
69678,12.26,10.22,6.53,16.51
69679,12.26,10.22,6.53,16.51
69680,12.26,10.22,6.53,16.51
69681,12.26,10.22,6.53,16.51
69682,12.26,10.22,6.53,16.51
69683,12.26,10.22,6.53,16.51
69684,12.26,10.22,6.53,16.51
69685,12.26,10.22,6.53,16.51
69686,12.26,10.22,6.53,16.51
69687,12.26,10.22,6.53,16.51
69688,12.26,10.22,6.53,16.51
69689,12.26,10.22,6.53,16.51
69690,12.26,10.22,6.53,16.51
69691,12.26,10.22,6.53,16.51
69692,12.26,10.22,6.53,16.51
69693,12.26,10.22,6.53,16.51
69694,12.26,10.22,6.53,16.51
69695,12.26,10.22,6.53,16.51
69696,12.26,10.22,6.53,16.51
69697,12.26,10.22,6.53,14.49
69698,12.26,10.22,6.99,14.49
69699,12.26,10.22,6.99,14.49
69700,12.26,10.22,6.99,14.49
69701,12.26,10.22,6.99,15.05
69702,12.26,10.22,6.99,15.05
69703,12.26,10.22,6.99,15.05
69704,12.26,10.22,6.58,15.05
69705,12.26,10.22,6.58,15.05
69706,12.26,10.22,6.58,15.05
69707,12.26,10.22,6.58,15.05
69708,12.26,10.22,6.58,14.77
69709,12.26,10.22,6.58,14.77
69710,12.26,10.22,6.58,14.77
69711,12.26,10.22,7.1,14.6
69712,12.26,10.22,7.1,14.6
69713,12.26,10.22,7.1,14.6
69714,12.26,10.22,7.1,14.6
69715,12.26,10.22,7.1,14.6
69716,12.26,10.22,7.1,14.6
69717,12.26,10.22,7.23,14.6
69718,12.26,10.22,7.23,14.51
69719,12.26,10.22,7.23,14.51
69720,12.26,10.22,7.23,14.51
69721,12.26,10.22,7.23,14.51
69722,12.26,10.22,7.23,14.51
69723,12.26,10.22,7.23,14.74
69724,12.26,10.22,7.23,14.74
69725,12.26,10.22,7.23,14.74
69726,12.26,10.22,7.23,14.74
69727,12.26,10.22,7.23,14.86
69728,12.26,10.22,7.23,14.86
69729,12.26,10.22,7.23,14.86
69730,12.26,10.22,7.23,14.86
69731,12.26,10.22,7.23,15.09
69732,12.26,10.22,7.23,15.09
69733,12.26,10.22,7.23,15.09
69734,12.26,10.22,7.23,15.09
69735,12.26,10.22,8.35,15.09
69736,12.26,10.22,8.35,15.09
69737,12.26,10.22,8.35,18.22
69738,12.26,10.22,8.35,18.22
69739,12.26,10.22,8.93,18.22
69740,12.26,10.22,8.93,18.22
69741,12.26,10.22,8.93,17.81
69742,12.26,10.22,8.93,17.81
69743,12.26,10.22,8.93,17.81
69744,15.76,10.22,8.93,17.81
69745,15.76,10.22,8.93,17.81
69746,15.76,10.22,8.93,18.36
69747,15.81,10.22,8.93,18.36
69748,15.81,10.22,8.93,18.36
69749,15.81,10.22,8.93,18.36
69750,15.81,10.22,8.93,18.36
69751,15.81,10.22,8.93,18.36
69752,15.81,10.22,8.93,18.36
69753,15.81,10.22,8.93,18.36
69754,15.81,10.22,8.93,18.36
69755,15.81,10.22,8.93,18.36
69756,15.81,10.22,8.93,18.36
69757,15.81,10.22,8.93,18.36
69758,15.81,10.22,8.93,18.36
69759,15.81,10.22,8.93,18.36
69760,15.81,10.22,8.93,18.36
69761,15.81,10.22,8.93,18.36
69762,15.81,10.22,8.93,18.36
69763,15.81,10.22,8.93,18.36
69764,15.81,10.22,8.93,18.36
69765,15.81,10.22,8.93,18.36
69766,15.81,10.22,8.93,18.36
69767,15.81,10.22,8.93,18.36
69768,15.81,10.22,8.93,18.36
69769,15.81,10.22,8.93,18.36
69770,15.81,10.22,8.93,18.36
69771,15.81,10.22,8.93,18.36
69772,15.81,10.22,8.93,17.9
69773,15.81,10.22,8.93,17.9
69774,15.81,10.22,8.93,17.9
69775,15.81,10.22,8.93,17.9
69776,15.81,10.22,8.93,17.9
69777,15.81,10.22,8.93,17.9
69778,15.81,10.22,8.93,17.9
69779,12.78,10.22,8.93,17.9
69780,12.78,10.22,8.93,17.9
69781,12.78,10.22,8.93,17.9
69782,12.78,10.22,8.93,16.63
69783,12.78,10.22,8.93,16.63
69784,13.4,10.22,8.93,16.63
69785,13.4,10.22,8.93,16.63
69786,13.4,10.22,8.93,16.91
69787,13.4,10.22,8.93,16.91
69788,13.4,10.22,8.93,16.91
69789,13.4,10.22,8.93,16.91
69790,13.0,10.22,8.93,16.91
69791,13.0,10.22,8.93,16.91
69792,13.0,10.22,8.93,16.91
69793,13.0,10.22,8.93,16.91
69794,12.0,10.22,8.93,16.91
69795,12.0,10.22,8.93,16.91
69796,12.0,10.22,8.93,16.91
69797,12.0,10.22,8.93,16.91
69798,12.0,10.22,8.93,16.91
69799,12.0,10.22,8.93,16.91
69800,12.59,10.22,8.93,16.91
69801,12.59,10.22,8.93,16.91
69802,12.59,10.22,8.93,16.91
69803,12.59,10.22,8.93,16.91
69804,12.59,10.22,8.93,16.91
69805,12.59,10.22,8.93,16.91
69806,12.59,10.22,8.93,16.91
69807,12.59,10.22,8.93,16.91
69808,12.59,10.22,8.93,16.91
69809,12.59,10.22,8.93,16.91
69810,12.59,10.22,8.93,19.37
69811,12.59,10.22,8.93,19.37
69812,12.59,10.22,8.93,19.37
69813,12.59,10.22,8.93,19.01
69814,12.59,10.22,8.93,19.01
69815,12.59,10.22,8.93,19.01
69816,12.59,10.22,8.93,19.27
69817,12.59,10.22,8.93,19.27
69818,12.59,10.22,8.93,19.27
69819,12.59,10.22,8.93,19.27
69820,12.59,9.15,8.93,19.27
69821,12.59,9.15,8.93,19.27
69822,12.59,9.15,8.93,19.27
69823,12.59,9.15,8.93,19.27
69824,12.59,9.15,8.93,19.27
69825,12.59,9.28,8.93,19.27
69826,12.59,9.28,8.93,19.29
69827,12.59,9.28,8.93,19.29
69828,12.59,9.28,8.93,19.29
69829,12.59,10.04,8.93,19.29
69830,12.59,10.04,8.93,20.01
69831,12.59,10.04,8.93,20.01
69832,12.59,10.04,8.93,20.01
69833,12.59,10.04,8.93,20.01
69834,12.59,10.36,8.93,20.01
69835,12.59,10.36,8.93,20.01
69836,12.59,10.36,8.93,20.01
69837,12.59,9.67,8.93,20.01
69838,15.28,9.67,8.93,20.01
69839,15.28,9.67,8.93,20.01
69840,15.28,9.67,8.93,20.01
69841,15.28,9.91,8.93,20.01
69842,15.28,9.91,8.93,20.01
69843,15.28,9.91,8.93,20.01
69844,15.28,9.91,8.93,20.01
69845,15.28,9.91,8.93,20.01
69846,15.28,9.73,8.93,20.01
69847,15.28,9.73,8.93,20.01
69848,15.28,9.73,8.93,20.01
69849,15.28,9.73,8.93,20.01
69850,15.28,10.59,8.93,20.01
69851,15.28,10.59,8.93,20.01
69852,15.28,10.59,8.93,20.01
69853,15.28,10.59,8.93,20.01
69854,15.28,10.59,8.93,20.01
69855,15.28,10.59,8.93,20.01
69856,15.28,9.69,8.93,20.01
69857,15.28,9.69,8.93,20.01
69858,15.28,9.69,8.93,20.01
69859,15.28,9.69,8.93,20.01
69860,15.28,9.69,8.93,20.01
69861,15.28,9.69,6.57,20.01
69862,15.28,9.69,6.57,20.01
69863,15.28,9.69,6.57,20.01
69864,15.28,9.69,6.57,20.01
69865,15.28,9.69,6.57,20.01
69866,15.28,9.69,6.41,20.01
69867,15.28,9.69,6.41,20.01
69868,15.28,9.69,6.41,20.01
69869,15.28,9.69,6.41,20.01
69870,15.28,9.69,6.41,20.01
69871,15.28,9.69,6.83,20.01
69872,15.28,9.69,6.83,20.01
69873,15.28,9.69,6.83,20.01
69874,15.28,9.69,6.83,20.01
69875,15.28,9.69,6.12,20.01
69876,15.28,9.69,6.12,20.01
69877,15.28,9.69,6.12,20.01
69878,15.28,9.69,6.12,20.01
69879,15.28,9.69,6.12,20.01
69880,15.28,9.69,6.12,20.01
69881,15.28,9.69,6.12,20.01
69882,15.28,9.69,6.76,20.01
69883,15.28,9.69,6.76,20.01
69884,15.28,9.69,6.76,20.01
69885,15.28,9.69,6.76,20.01
69886,15.28,9.69,6.76,20.01
69887,15.28,9.69,6.76,19.41
69888,15.28,9.69,6.76,19.41
69889,15.28,12.58,6.4,19.41
69890,15.28,12.58,6.4,19.41
69891,15.28,12.58,6.4,19.41
69892,15.28,12.58,6.4,19.41
69893,15.28,12.58,6.4,19.41
69894,14.05,12.58,6.4,19.41
69895,14.05,12.58,6.5,19.41
69896,14.05,12.58,6.5,19.41
69897,14.05,12.58,6.5,19.41
69898,14.05,12.58,6.5,19.41
69899,13.19,12.58,6.5,19.41
69900,13.19,12.58,6.5,19.41
69901,13.19,12.58,6.5,19.41
69902,13.19,12.58,7.03,19.41
69903,13.19,12.58,7.03,19.41
69904,13.19,12.58,7.03,19.41
69905,13.19,12.58,7.03,19.41
69906,13.19,12.58,6.83,19.41
69907,13.19,12.58,6.83,19.41
69908,14.78,12.58,6.83,19.41
69909,14.78,12.58,6.83,19.41
69910,14.78,12.58,6.83,19.41
69911,14.78,12.58,6.52,19.41
69912,14.78,12.58,6.52,19.41
69913,14.78,12.58,6.52,19.41
69914,14.78,12.58,6.52,19.41
69915,14.78,12.58,6.52,19.41
69916,14.78,12.58,6.52,19.41
69917,14.78,12.58,6.52,19.41
69918,14.78,12.58,6.52,19.41
69919,14.78,12.58,6.52,19.41
69920,14.78,12.58,6.52,19.41
69921,14.78,12.58,6.52,19.41
69922,14.78,12.58,6.52,19.41
69923,14.78,12.58,6.52,19.41
69924,14.78,12.58,6.52,19.41
69925,14.78,12.58,6.52,19.41
69926,14.78,12.58,6.52,19.41
69927,14.78,12.58,6.52,19.41
69928,12.77,12.58,6.52,19.41
69929,12.77,12.58,6.52,19.41
69930,12.77,12.58,6.52,19.41
69931,12.77,12.58,6.52,19.41
69932,12.77,12.58,6.52,19.41
69933,12.77,12.58,6.52,19.41
69934,12.77,12.58,6.52,19.41
69935,12.77,12.58,6.52,19.41
69936,12.77,12.58,6.52,19.41
69937,12.77,12.58,6.52,19.41
69938,12.77,12.58,6.52,19.41
69939,12.77,12.58,6.52,19.41
69940,12.77,12.58,6.52,19.41
69941,12.77,12.58,6.52,19.41
69942,12.77,12.58,6.52,19.41
69943,12.77,12.58,6.52,19.41
69944,12.77,12.58,6.52,19.41
69945,12.77,12.58,8.38,19.41
69946,12.77,12.58,8.38,19.41
69947,12.77,12.58,8.38,19.41
69948,12.77,12.58,8.38,19.41
69949,12.77,12.58,8.38,19.41
69950,12.77,12.58,8.38,19.41
69951,12.77,12.58,8.38,19.41
69952,12.77,12.58,8.38,19.41
69953,12.77,12.58,8.38,19.41
69954,12.77,12.58,8.38,19.41
69955,12.77,12.58,8.38,19.41
69956,12.77,12.58,8.38,19.41
69957,12.77,12.58,8.38,19.41
69958,12.77,12.58,8.38,19.41
69959,12.77,12.58,8.38,19.41
69960,12.77,12.58,8.38,19.41
69961,12.77,12.58,8.38,19.41
69962,12.77,12.58,8.38,19.41
69963,12.77,12.58,8.38,19.41
69964,12.77,12.58,8.38,19.41
69965,12.77,12.58,9.24,19.41
69966,12.77,12.58,9.24,19.41
69967,12.77,12.58,9.24,19.41
69968,12.77,12.58,9.24,19.41
69969,12.77,10.94,9.24,19.41
69970,12.77,10.94,9.24,19.41
69971,12.77,10.94,9.24,19.41
69972,12.77,10.94,9.24,19.41
69973,12.77,10.94,9.24,19.41
69974,12.77,10.94,9.24,19.41
69975,12.77,10.94,9.24,19.41
69976,12.77,10.94,9.24,19.41
69977,12.77,10.94,9.24,19.41
69978,12.77,10.94,9.24,19.41
69979,12.77,10.94,9.24,19.41
69980,12.77,10.94,9.24,19.41
69981,12.77,10.94,9.24,19.41
69982,12.77,10.94,9.24,19.41
69983,12.77,10.94,9.24,19.41
69984,12.77,10.94,9.24,19.41
69985,12.77,10.94,9.24,19.41
69986,12.77,9.15,9.24,19.41
69987,12.77,9.15,9.24,19.41
69988,12.77,9.15,9.24,19.41
69989,12.77,9.15,9.24,19.41
69990,12.77,9.15,9.24,19.41
69991,12.77,9.15,9.24,19.41
69992,12.77,9.15,9.24,19.41
69993,12.77,9.15,9.24,19.41
69994,12.77,9.15,9.24,19.41
69995,12.77,9.15,9.24,19.41
69996,12.77,9.15,9.24,19.41
69997,12.77,9.15,9.24,19.41
69998,12.77,9.44,9.24,19.41
69999,12.77,9.44,9.24,19.41
70000,12.77,9.44,9.24,19.41
70001,12.77,9.44,9.24,19.41
70002,12.77,9.44,9.24,11.66
70003,12.77,9.44,9.24,11.66
70004,12.77,9.44,9.24,11.66
70005,12.77,9.73,9.24,11.66
70006,12.77,9.73,9.24,11.66
70007,12.77,9.73,9.24,11.46
70008,12.77,9.73,9.24,11.46
70009,12.77,10.34,9.24,11.46
70010,12.77,10.34,9.24,11.46
70011,12.77,10.34,9.24,11.46
70012,12.77,10.34,9.24,11.46
70013,12.77,10.34,9.24,11.46
70014,12.77,10.34,9.24,12.05
70015,12.77,9.72,9.24,12.05
70016,12.77,9.72,9.24,12.05
70017,12.77,9.72,9.24,12.05
70018,12.77,9.72,9.24,12.05
70019,12.77,9.72,9.24,12.05
70020,12.77,9.72,9.24,11.68
70021,12.77,9.72,9.24,11.68
70022,12.77,9.72,9.24,11.68
70023,12.77,9.72,9.24,11.68
70024,12.77,9.72,9.24,11.7
70025,12.77,9.72,9.24,11.7
70026,12.77,10.13,9.24,11.7
70027,12.77,10.13,9.24,11.7
70028,12.77,10.13,9.24,11.7
70029,12.77,10.13,9.24,11.7
70030,12.77,9.94,9.24,11.74
70031,12.77,9.94,9.24,11.74
70032,12.77,9.94,9.24,11.74
70033,12.77,9.94,10.44,11.46
70034,12.77,9.94,10.44,11.46
70035,12.77,9.94,10.44,11.46
70036,12.77,10.46,10.44,11.46
70037,12.77,10.46,10.49,11.47
70038,12.77,10.46,10.49,11.47
70039,12.77,10.46,10.49,11.47
70040,12.77,11.25,10.49,11.47
70041,12.77,11.25,10.49,12.43
70042,12.77,11.25,10.49,12.43
70043,12.77,11.25,10.49,12.43
70044,12.77,11.25,10.49,12.43
70045,12.77,11.25,10.49,12.43
70046,12.77,11.25,10.49,12.43
70047,12.77,11.25,10.49,12.43
70048,12.77,11.25,10.49,12.43
70049,12.77,11.25,10.49,12.43
70050,12.77,11.25,10.49,12.43
70051,12.77,11.25,10.49,12.43
70052,12.77,10.5,10.49,12.43
70053,12.77,10.5,10.49,12.43
70054,12.77,10.5,10.49,12.43
70055,12.77,10.89,10.49,12.43
70056,12.77,10.89,10.49,12.43
70057,12.77,10.89,10.49,12.43
70058,12.77,10.89,10.49,12.43
70059,12.77,10.89,10.49,12.43
70060,13.73,10.89,10.49,12.43
70061,13.73,10.89,10.49,12.43
70062,13.73,10.89,10.49,12.43
70063,13.41,10.89,10.49,12.43
70064,13.41,10.89,10.49,12.43
70065,13.41,10.89,10.49,12.43
70066,13.41,10.89,10.49,12.43
70067,13.52,10.89,10.49,12.43
70068,13.52,10.89,10.49,12.43
70069,13.52,10.89,10.49,12.43
70070,13.52,10.89,10.49,12.43
70071,13.52,10.89,10.49,12.43
70072,13.52,10.89,10.49,12.43
70073,13.52,10.89,10.49,12.43
70074,13.52,10.89,10.49,12.43
70075,13.52,10.89,10.49,16.36
70076,13.52,10.89,10.49,16.36
70077,13.52,10.89,9.31,16.36
70078,13.52,10.89,9.31,16.36
70079,13.52,10.89,9.31,16.36
70080,13.52,10.89,9.31,16.36
70081,13.52,10.89,9.31,16.36
70082,13.52,10.89,9.31,16.36
70083,13.52,10.89,9.31,16.36
70084,13.52,10.89,9.31,16.36
70085,13.52,10.89,9.31,16.36
70086,13.52,10.89,9.31,16.36
70087,13.52,10.89,9.31,16.36
70088,13.52,10.89,9.31,16.36
70089,13.52,10.89,9.31,16.36
70090,13.52,10.89,9.31,16.36
70091,13.52,10.89,9.31,16.36
70092,13.52,10.89,9.31,16.36
70093,13.52,10.89,9.31,16.36
70094,13.52,10.89,9.31,16.36
70095,13.52,10.89,9.31,16.36
70096,13.52,10.89,9.02,16.36
70097,13.52,10.89,9.02,16.36
70098,13.52,10.89,9.02,16.36
70099,13.52,10.89,9.02,16.36
70100,13.52,10.89,9.02,16.36
70101,13.52,10.89,9.02,16.36
70102,13.52,10.89,9.02,16.36
70103,13.52,10.89,8.94,16.36
70104,13.52,10.89,8.94,16.36
70105,13.52,10.89,8.94,16.36
70106,13.52,10.89,8.94,16.36
70107,13.52,10.89,8.94,16.36
70108,13.52,10.89,8.94,16.36
70109,13.52,10.89,8.94,16.36
70110,13.52,10.89,8.94,16.36
70111,13.52,10.89,8.94,16.36
70112,13.52,10.89,8.94,16.36
70113,13.52,10.89,8.94,16.36
70114,13.52,10.89,8.94,16.36
70115,13.52,10.89,8.94,16.36
70116,13.52,10.89,8.94,16.36
70117,13.52,10.89,8.94,16.36
70118,13.52,10.89,8.41,16.36
70119,13.52,10.89,8.41,16.36
70120,13.52,10.89,8.41,16.36
70121,13.52,10.89,8.41,16.36
70122,13.52,10.89,8.32,16.36
70123,13.52,10.89,8.32,16.36
70124,13.52,10.89,8.32,16.36
70125,13.52,10.89,8.32,16.36
70126,13.52,10.89,8.03,16.36
70127,13.52,10.89,8.03,16.36
70128,13.52,10.89,8.03,16.36
70129,13.52,10.89,8.03,16.36
70130,13.52,10.89,8.03,16.36
70131,13.52,10.89,8.03,16.36
70132,13.52,10.89,8.03,16.36
70133,13.52,10.89,8.03,16.36
70134,13.52,10.89,9.52,16.36
70135,13.52,10.89,9.52,16.36
70136,13.52,10.89,9.52,16.36
70137,13.52,10.89,10.48,16.36
70138,13.52,10.89,10.48,16.36
70139,13.52,10.89,10.48,16.36
70140,13.52,10.89,10.48,16.36
70141,13.52,10.89,10.48,12.96
70142,13.52,10.89,10.48,12.96
70143,13.52,10.89,10.48,12.96
70144,13.52,10.89,10.48,12.42
70145,13.52,10.89,10.48,12.42
70146,13.52,10.89,10.48,12.42
70147,13.52,10.89,10.48,12.42
70148,13.52,10.89,10.48,12.42
70149,13.52,10.89,10.48,12.42
70150,13.52,10.89,10.48,13.5
70151,13.52,10.89,10.48,13.5
70152,12.06,10.89,10.48,13.5
70153,12.06,10.16,10.48,13.5
70154,12.06,10.16,10.48,13.5
70155,12.06,10.16,10.48,13.93
70156,12.06,10.16,10.48,13.93
70157,12.06,10.41,10.48,13.93
70158,12.06,10.41,10.48,13.93
70159,12.06,10.41,10.48,12.82
70160,12.06,10.41,10.48,12.82
70161,12.06,10.23,10.48,12.82
70162,12.06,10.23,10.48,12.82
70163,12.06,10.23,10.48,12.82
70164,12.06,10.23,10.48,12.82
70165,12.06,9.56,10.48,12.91
70166,12.06,9.56,10.48,12.91
70167,12.06,9.56,10.48,12.91
70168,12.06,9.56,10.48,12.91
70169,12.06,9.56,10.48,13.95
70170,12.06,9.56,10.48,13.95
70171,12.06,9.56,10.48,13.95
70172,12.06,9.56,10.48,13.95
70173,12.06,9.56,10.48,13.95
70174,12.06,9.56,10.48,13.27
70175,12.06,9.56,10.48,13.27
70176,12.06,9.56,10.48,13.27
70177,12.06,9.56,10.48,13.27
70178,12.06,9.56,10.48,13.27
70179,12.06,9.56,10.48,13.27
70180,12.06,9.56,10.48,12.78
70181,12.06,9.56,10.48,12.78
70182,12.06,9.56,10.48,12.78
70183,12.06,9.56,10.48,12.78
70184,12.06,9.56,10.48,13.56
70185,12.06,9.56,10.48,13.56
70186,12.06,9.56,10.48,13.56
70187,12.06,9.56,10.48,13.56
70188,12.06,9.56,10.48,13.56
70189,12.06,9.56,10.48,13.56
70190,12.06,9.56,10.48,13.64
70191,12.06,9.56,10.48,13.64
70192,12.06,9.56,10.48,13.64
70193,12.06,9.56,10.48,13.64
70194,12.06,9.56,10.48,13.64
70195,12.06,9.56,10.48,13.11
70196,12.06,9.56,10.48,13.11
70197,12.06,9.56,10.48,13.11
70198,12.06,9.56,10.48,13.11
70199,12.06,9.56,10.48,13.11
70200,12.06,9.56,10.48,12.92
70201,12.06,9.56,10.48,12.92
70202,12.06,9.56,10.48,12.92
70203,12.06,9.56,10.48,12.92
70204,12.06,9.56,10.48,12.92
70205,12.06,9.56,10.48,12.92
70206,12.06,9.56,10.48,12.92
70207,12.06,9.56,10.48,12.89
70208,12.06,9.56,10.48,12.89
70209,12.06,9.56,10.48,12.89
70210,12.06,9.56,10.48,12.89
70211,12.06,9.56,10.48,12.89
70212,12.06,9.56,10.48,13.35
70213,12.06,9.56,10.48,13.35
70214,12.06,11.36,10.48,13.35
70215,12.06,11.36,10.48,13.35
70216,12.06,11.36,10.48,12.4
70217,12.06,11.36,10.48,12.4
70218,12.06,11.36,10.48,12.4
