time,lane_exit_B,lane_exit_C,lane_exit_E
10378,11.19,21.58,-1.0
10379,11.19,21.58,-1.0
10380,11.19,21.58,-1.0
10381,11.19,21.58,-1.0
10382,11.19,21.58,-1.0
10383,11.19,21.58,-1.0
10384,11.19,21.58,-1.0
10385,11.19,21.58,-1.0
10386,11.19,21.58,-1.0
10387,11.19,21.58,-1.0
10388,11.19,21.58,-1.0
10389,11.19,21.58,-1.0
10390,11.19,21.58,-1.0
10391,11.19,21.58,-1.0
10392,11.19,21.58,-1.0
10393,11.19,21.58,-1.0
10394,11.19,21.58,-1.0
10395,11.19,21.58,-1.0
10396,11.19,21.58,-1.0
10397,11.19,21.58,-1.0
10398,11.19,21.58,-1.0
10399,11.19,21.58,-1.0
10400,11.19,21.58,-1.0
10401,11.19,21.58,-1.0
10402,11.19,21.58,-1.0
10403,11.19,21.58,-1.0
10404,11.19,21.58,-1.0
10405,11.19,21.58,-1.0
10406,11.19,21.58,-1.0
10407,11.19,21.58,-1.0
10408,11.19,21.58,-1.0
10409,11.19,21.58,-1.0
10410,11.19,21.58,-1.0
10411,11.19,21.58,-1.0
10412,11.19,21.58,-1.0
10413,11.19,21.58,-1.0
10414,11.19,21.58,-1.0
10415,11.19,21.58,-1.0
10416,11.19,21.58,-1.0
10417,11.19,21.58,-1.0
10418,11.19,21.58,-1.0
10419,11.19,21.58,-1.0
10420,11.19,21.58,-1.0
10421,11.19,21.58,-1.0
10422,11.19,21.58,-1.0
10423,11.19,21.58,-1.0
10424,11.19,21.58,-1.0
10425,11.19,21.58,-1.0
10426,11.19,21.58,-1.0
10427,11.19,21.58,-1.0
10428,11.19,21.58,-1.0
10429,11.19,21.58,-1.0
10430,11.19,21.58,-1.0
10431,11.19,21.58,-1.0
10432,11.19,21.58,-1.0
10433,11.19,21.58,-1.0
10434,11.19,21.58,-1.0
10435,11.19,21.58,-1.0
10436,11.19,21.58,-1.0
10437,11.19,21.58,-1.0
10438,11.19,21.58,-1.0
10439,11.19,21.58,-1.0
10440,11.19,21.58,-1.0
10441,11.19,21.58,-1.0
10442,11.19,21.58,-1.0
10443,11.19,21.58,-1.0
10444,11.19,21.58,-1.0
10445,11.19,21.58,-1.0
10446,11.19,21.58,-1.0
10447,11.19,21.58,-1.0
10448,11.19,21.58,-1.0
10449,11.19,21.58,-1.0
10450,11.19,21.58,-1.0
10451,11.19,21.58,-1.0
10452,11.19,21.58,-1.0
10453,11.19,21.58,-1.0
10454,11.19,21.58,-1.0
10455,11.19,21.58,-1.0
10456,11.19,21.58,-1.0
10457,11.19,21.58,-1.0
10458,11.19,21.58,-1.0
10459,11.19,21.58,-1.0
10460,11.19,21.58,-1.0
10461,11.19,21.58,-1.0
10462,11.19,21.58,-1.0
10463,11.19,21.58,-1.0
10464,11.19,21.58,-1.0
10465,11.19,21.58,-1.0
10466,11.19,21.58,-1.0
10467,11.19,21.58,-1.0
10468,11.19,21.58,-1.0
10469,11.19,21.58,-1.0
10470,11.19,21.58,-1.0
10471,11.19,21.58,-1.0
10472,11.19,21.58,-1.0
10473,11.19,21.58,-1.0
10474,11.19,21.58,-1.0
10475,11.19,21.58,-1.0
10476,11.19,21.58,-1.0
10477,11.19,21.58,-1.0
10478,11.19,21.58,-1.0
10479,11.19,21.58,-1.0
10480,11.19,21.58,-1.0
10481,11.19,21.58,-1.0
10482,11.19,21.58,-1.0
10483,11.19,21.58,-1.0
10484,11.19,21.58,-1.0
10485,11.19,21.58,-1.0
10486,11.19,21.58,-1.0
10487,11.19,21.58,-1.0
10488,11.19,21.58,-1.0
10489,11.19,21.58,-1.0
10490,11.19,21.58,-1.0
10491,11.19,21.58,-1.0
10492,11.19,21.58,-1.0
10493,11.19,21.58,-1.0
10494,11.19,21.58,-1.0
10495,11.19,21.58,-1.0
10496,11.19,21.58,-1.0
10497,11.19,21.58,-1.0
10498,11.19,21.58,-1.0
10499,11.19,21.58,-1.0
10500,11.19,21.58,-1.0
10501,11.19,21.58,-1.0
10502,11.19,21.58,-1.0
10503,11.19,21.58,-1.0
10504,11.19,21.58,-1.0
10505,11.19,21.58,-1.0
10506,11.19,21.58,-1.0
10507,11.19,21.58,-1.0
10508,11.19,21.58,-1.0
10509,11.19,21.58,-1.0
10510,11.19,21.58,-1.0
10511,11.19,21.58,-1.0
10512,11.19,21.58,-1.0
10513,11.19,21.58,-1.0
10514,11.19,21.58,-1.0
10515,11.19,21.58,-1.0
10516,11.19,21.58,-1.0
10517,11.19,21.58,-1.0
10518,11.19,21.58,-1.0
10519,11.19,21.58,-1.0
10520,11.19,21.58,-1.0
10521,11.19,21.58,-1.0
10522,11.19,21.58,-1.0
10523,11.19,21.58,-1.0
10524,11.19,21.58,-1.0
10525,11.19,21.58,-1.0
10526,11.19,21.58,-1.0
10527,11.19,21.58,-1.0
10528,11.19,21.58,-1.0
10529,11.19,21.58,-1.0
10530,11.19,21.58,-1.0
10531,11.19,21.58,-1.0
10532,11.19,21.58,-1.0
10533,11.19,21.58,-1.0
10534,11.19,21.58,-1.0
10535,11.19,21.58,-1.0
10536,11.19,21.58,-1.0
10537,11.19,21.58,-1.0
10538,11.19,21.58,-1.0
10539,11.19,21.58,-1.0
10540,11.19,21.58,-1.0
10541,11.19,21.58,-1.0
10542,11.19,21.58,-1.0
10543,11.19,21.58,-1.0
10544,11.19,21.58,-1.0
10545,11.19,21.58,-1.0
10546,11.19,21.58,-1.0
10547,11.19,21.58,-1.0
10548,11.19,21.58,-1.0
10549,11.19,21.58,-1.0
10550,11.19,21.58,-1.0
10551,11.19,21.58,-1.0
10552,11.19,21.58,-1.0
10553,11.19,21.58,-1.0
10554,11.19,21.58,-1.0
10555,11.19,21.58,-1.0
10556,11.19,21.58,-1.0
10557,11.19,21.58,-1.0
10558,11.19,21.58,-1.0
10559,11.19,21.58,-1.0
10560,11.19,21.58,-1.0
10561,11.19,21.58,-1.0
10562,11.19,21.58,-1.0
10563,11.19,21.58,-1.0
10564,11.19,21.58,-1.0
10565,11.19,21.58,-1.0
10566,11.19,21.58,-1.0
10567,11.19,21.58,-1.0
10568,11.19,21.58,-1.0
10569,11.19,21.58,-1.0
10570,11.19,21.58,-1.0
10571,11.19,21.58,-1.0
10572,11.19,21.58,-1.0
10573,11.19,21.58,-1.0
10574,11.19,21.58,-1.0
10575,11.19,21.58,-1.0
10576,11.19,21.58,-1.0
10577,11.19,21.58,-1.0
10578,11.19,21.58,-1.0
10579,11.19,21.58,-1.0
10580,11.19,21.58,-1.0
10581,11.19,21.58,-1.0
10582,11.19,21.58,-1.0
10583,11.19,21.58,-1.0
10584,11.19,21.58,-1.0
10585,11.19,21.58,-1.0
10586,11.19,21.58,-1.0
10587,11.19,21.58,-1.0
10588,11.19,21.58,-1.0
10589,11.19,21.58,-1.0
10590,11.19,21.58,-1.0
10591,11.19,21.58,-1.0
10592,11.19,21.58,-1.0
10593,11.19,21.58,-1.0
10594,11.19,21.58,-1.0
10595,11.19,21.58,-1.0
10596,11.19,21.58,-1.0
10597,11.19,21.58,-1.0
10598,11.19,21.58,-1.0
10599,11.19,21.58,-1.0
10600,11.19,21.58,-1.0
10601,11.19,21.58,-1.0
10602,11.19,21.58,-1.0
10603,11.19,21.58,-1.0
10604,11.19,21.58,-1.0
10605,11.19,21.58,-1.0
10606,11.19,21.58,-1.0
10607,11.19,21.58,-1.0
10608,11.19,21.58,-1.0
10609,11.19,21.58,-1.0
10610,11.19,21.58,-1.0
10611,11.19,21.58,-1.0
10612,11.19,21.58,-1.0
10613,11.19,21.58,-1.0
10614,11.19,21.58,-1.0
10615,11.19,21.58,-1.0
10616,11.19,21.58,-1.0
10617,11.19,21.58,-1.0
10618,11.19,21.58,-1.0
10619,11.19,21.58,-1.0
10620,11.19,21.58,-1.0
10621,11.19,21.58,-1.0
10622,11.19,21.58,-1.0
10623,11.19,21.58,-1.0
10624,11.19,21.58,-1.0
10625,11.19,21.58,-1.0
10626,11.19,21.58,-1.0
10627,11.19,21.58,-1.0
10628,11.19,21.58,-1.0
10629,11.19,21.58,-1.0
10630,11.19,21.58,-1.0
10631,11.19,21.58,-1.0
10632,11.19,21.58,-1.0
10633,11.19,21.58,-1.0
10634,11.19,21.58,-1.0
10635,11.19,21.58,-1.0
10636,11.19,21.58,-1.0
10637,11.19,21.58,-1.0
10638,11.19,21.58,-1.0
10639,11.19,21.58,-1.0
10640,11.19,21.58,-1.0
10641,11.19,21.58,-1.0
10642,11.19,21.58,-1.0
10643,11.19,21.58,-1.0
10644,11.19,21.58,-1.0
10645,11.19,21.58,-1.0
10646,11.19,21.58,-1.0
10647,11.19,21.58,-1.0
10648,11.19,21.58,-1.0
10649,11.19,21.58,-1.0
10650,11.19,21.58,-1.0
10651,11.19,21.58,-1.0
10652,11.19,21.58,-1.0
10653,11.19,21.58,-1.0
10654,11.19,21.58,-1.0
10655,11.19,21.58,-1.0
10656,11.19,21.58,-1.0
10657,11.19,21.58,-1.0
10658,11.19,21.58,-1.0
10659,11.19,21.58,-1.0
10660,11.19,21.58,-1.0
10661,11.19,21.58,-1.0
10662,11.19,21.58,-1.0
10663,11.19,21.58,-1.0
10664,11.19,21.58,-1.0
10665,11.19,21.58,-1.0
10666,11.19,21.58,-1.0
10667,11.19,21.58,-1.0
10668,11.19,21.58,-1.0
10669,11.19,21.58,-1.0
10670,11.19,21.58,-1.0
10671,11.19,21.58,-1.0
10672,11.19,21.58,-1.0
10673,11.19,21.58,-1.0
10674,11.19,21.58,-1.0
10675,11.19,21.58,-1.0
10676,11.19,21.58,-1.0
10677,11.19,21.58,-1.0
10678,11.19,21.58,-1.0
10679,11.19,21.58,-1.0
10680,11.19,21.58,-1.0
10681,11.19,21.58,-1.0
10682,11.19,21.58,-1.0
10683,11.19,21.58,-1.0
10684,11.19,21.58,-1.0
10685,11.19,21.58,-1.0
10686,11.19,21.58,-1.0
10687,11.19,21.58,-1.0
10688,11.19,21.58,-1.0
10689,11.19,21.58,-1.0
10690,11.19,21.58,-1.0
10691,11.19,21.58,-1.0
10692,11.19,21.58,-1.0
10693,11.19,21.58,-1.0
10694,11.19,21.58,-1.0
10695,11.19,21.58,-1.0
10696,11.19,21.58,-1.0
10697,11.19,21.58,-1.0
10698,11.19,21.58,-1.0
10699,11.19,21.58,-1.0
10700,11.19,21.58,-1.0
10701,11.19,21.58,-1.0
10702,11.19,21.58,-1.0
10703,11.19,21.58,-1.0
10704,11.19,21.58,-1.0
10705,11.19,21.58,-1.0
10706,11.19,21.58,-1.0
10707,11.19,21.58,-1.0
10708,11.19,21.58,-1.0
10709,11.19,21.58,-1.0
10710,11.19,21.58,-1.0
10711,11.19,21.58,-1.0
10712,11.19,21.58,-1.0
10713,11.19,21.58,-1.0
10714,11.19,21.58,-1.0
10715,11.19,21.58,-1.0
10716,11.19,21.58,-1.0
10717,11.19,21.58,-1.0
10718,11.19,21.58,-1.0
10719,11.19,21.58,-1.0
10720,11.19,21.58,-1.0
10721,11.19,21.58,-1.0
10722,11.19,21.58,-1.0
10723,11.19,21.58,-1.0
10724,11.19,21.58,-1.0
10725,11.19,21.58,-1.0
10726,11.19,21.58,-1.0
10727,11.19,21.58,-1.0
10728,11.19,21.58,-1.0
10729,11.19,21.58,-1.0
10730,11.19,21.58,-1.0
10731,11.19,21.58,-1.0
10732,11.19,21.58,-1.0
10733,11.19,21.58,-1.0
10734,11.19,21.58,-1.0
10735,11.19,21.58,-1.0
10736,11.19,21.58,-1.0
10737,11.19,21.58,-1.0
10738,11.19,21.58,-1.0
10739,11.19,21.58,-1.0
10740,11.19,21.58,-1.0
10741,11.19,21.58,-1.0
10742,11.19,21.58,-1.0
10743,11.19,21.58,-1.0
10744,11.19,21.58,-1.0
10745,11.19,21.58,-1.0
10746,11.19,21.58,-1.0
10747,11.19,21.58,-1.0
10748,11.19,21.58,-1.0
10749,11.19,21.58,-1.0
10750,11.19,21.58,-1.0
10751,11.19,21.58,-1.0
10752,11.19,21.58,-1.0
10753,11.19,21.58,-1.0
10754,11.19,21.58,-1.0
10755,11.19,21.58,-1.0
10756,11.19,21.58,-1.0
10757,11.19,21.58,-1.0
10758,11.19,21.58,-1.0
10759,11.19,21.58,-1.0
10760,11.19,21.58,-1.0
10761,11.19,21.58,-1.0
10762,11.19,21.58,-1.0
10763,11.19,21.58,-1.0
10764,11.19,21.58,-1.0
10765,11.19,21.58,-1.0
10766,11.19,21.58,-1.0
10767,11.19,21.58,-1.0
10768,11.19,21.58,-1.0
10769,11.19,21.58,-1.0
10770,11.19,21.58,-1.0
10771,11.19,21.58,-1.0
10772,11.19,21.58,-1.0
10773,11.19,21.58,-1.0
10774,11.19,21.58,-1.0
10775,11.19,21.58,-1.0
10776,11.19,21.58,-1.0
10777,11.19,21.58,-1.0
10778,11.19,21.58,-1.0
10779,11.19,21.58,-1.0
10780,11.19,21.58,-1.0
10781,11.19,21.58,-1.0
10782,11.19,21.58,-1.0
10783,11.19,21.58,-1.0
10784,11.19,21.58,-1.0
10785,11.19,21.58,-1.0
10786,11.19,21.58,-1.0
10787,11.19,21.58,-1.0
10788,11.19,21.58,-1.0
10789,11.19,21.58,-1.0
10790,11.19,21.58,-1.0
10791,11.19,21.58,-1.0
10792,11.19,21.58,-1.0
10793,11.19,21.58,-1.0
10794,11.19,21.58,-1.0
10795,11.19,21.58,-1.0
10796,11.19,21.58,-1.0
10797,11.19,21.58,-1.0
10798,11.19,21.58,-1.0
10799,11.19,21.58,-1.0
10800,11.19,21.58,-1.0
10801,11.19,21.58,-1.0
10802,11.19,21.58,-1.0
10803,11.19,21.58,-1.0
10804,11.19,21.58,-1.0
10805,11.19,21.58,-1.0
10806,11.19,21.58,-1.0
10807,11.19,21.58,-1.0
10808,11.19,21.58,-1.0
10809,11.19,21.58,-1.0
10810,11.19,21.58,-1.0
10811,11.19,21.58,-1.0
10812,11.19,21.58,-1.0
10813,11.19,21.58,-1.0
10814,11.19,21.58,-1.0
10815,11.19,21.58,-1.0
10816,11.19,21.58,-1.0
10817,11.19,21.58,-1.0
10818,11.19,21.58,-1.0
10819,11.19,21.58,-1.0
10820,11.19,21.58,-1.0
10821,11.19,21.58,-1.0
10822,11.19,21.58,-1.0
10823,11.19,21.58,-1.0
10824,11.19,21.58,-1.0
10825,11.19,21.58,-1.0
10826,11.19,21.58,-1.0
10827,11.19,21.58,-1.0
10828,11.19,21.58,-1.0
10829,11.19,21.58,-1.0
10830,11.19,21.58,-1.0
10831,11.19,21.58,-1.0
10832,11.19,21.58,-1.0
10833,11.19,21.58,-1.0
10834,11.19,21.58,-1.0
10835,11.19,21.58,-1.0
10836,11.19,21.58,-1.0
10837,11.19,21.58,-1.0
10838,11.19,21.58,-1.0
10839,11.19,21.58,-1.0
10840,11.19,21.58,-1.0
10841,11.19,21.58,-1.0
10842,11.19,21.58,-1.0
10843,11.19,21.58,-1.0
10844,11.19,21.58,-1.0
10845,11.19,21.58,-1.0
10846,11.19,21.58,-1.0
10847,11.19,21.58,-1.0
10848,11.19,21.58,-1.0
10849,11.19,21.58,-1.0
10850,11.19,21.58,-1.0
10851,11.19,21.58,-1.0
10852,11.19,21.58,-1.0
10853,11.19,21.58,-1.0
10854,11.19,21.58,-1.0
10855,11.19,21.58,-1.0
10856,11.19,21.58,-1.0
10857,11.19,21.58,-1.0
10858,11.19,21.58,-1.0
10859,11.19,21.58,-1.0
10860,11.19,21.58,-1.0
10861,11.19,21.58,-1.0
10862,11.19,21.58,-1.0
10863,11.19,21.58,-1.0
10864,11.19,21.58,-1.0
10865,11.19,21.58,-1.0
10866,11.19,21.58,-1.0
10867,11.19,21.58,-1.0
10868,11.19,21.58,-1.0
10869,11.19,21.58,-1.0
10870,11.19,21.58,-1.0
10871,11.19,21.58,-1.0
10872,11.19,21.58,-1.0
10873,11.19,21.58,-1.0
10874,11.19,21.58,-1.0
10875,11.19,21.58,-1.0
10876,11.19,21.58,-1.0
10877,11.19,21.58,-1.0
10878,11.19,21.58,-1.0
10879,11.19,21.58,-1.0
10880,11.19,21.58,-1.0
10881,11.19,21.58,-1.0
10882,11.19,21.58,-1.0
10883,11.19,21.58,-1.0
10884,11.19,21.58,-1.0
10885,11.19,21.58,-1.0
10886,11.19,21.58,-1.0
10887,11.19,21.58,-1.0
10888,11.19,21.58,-1.0
10889,11.19,21.58,-1.0
10890,11.19,21.58,-1.0
10891,11.19,21.58,-1.0
10892,11.19,21.58,-1.0
10893,11.19,21.58,-1.0
10894,11.19,21.58,-1.0
10895,11.19,21.58,-1.0
10896,11.19,21.58,-1.0
10897,11.19,21.58,-1.0
10898,11.19,21.58,-1.0
10899,11.19,21.58,-1.0
10900,11.19,21.58,-1.0
10901,11.19,21.58,-1.0
10902,11.19,21.58,-1.0
10903,11.19,21.58,-1.0
10904,11.19,21.58,-1.0
10905,11.19,21.58,-1.0
10906,11.19,21.58,-1.0
10907,11.19,21.58,-1.0
10908,11.19,21.58,-1.0
10909,11.19,21.58,-1.0
10910,11.19,21.58,-1.0
10911,11.19,21.58,-1.0
10912,11.19,21.58,-1.0
10913,11.19,21.58,-1.0
10914,11.19,21.58,-1.0
10915,11.19,21.58,-1.0
10916,11.19,21.58,-1.0
10917,11.19,21.58,-1.0
10918,11.19,21.58,-1.0
10919,11.19,21.58,-1.0
10920,11.19,21.58,-1.0
10921,11.19,21.58,-1.0
10922,11.19,21.58,-1.0
10923,11.19,21.58,-1.0
10924,11.19,21.58,-1.0
10925,11.19,21.58,-1.0
10926,11.19,21.58,-1.0
10927,11.19,21.58,-1.0
10928,11.19,21.58,-1.0
10929,11.19,21.58,-1.0
10930,11.19,21.58,-1.0
10931,11.19,21.58,-1.0
10932,11.19,21.58,-1.0
10933,11.19,21.58,-1.0
10934,11.19,21.58,-1.0
10935,11.19,21.58,-1.0
10936,11.19,21.58,-1.0
10937,11.19,21.58,-1.0
10938,11.19,21.58,-1.0
10939,11.19,21.58,-1.0
10940,11.19,21.58,-1.0
10941,11.19,21.58,-1.0
10942,11.19,21.58,-1.0
10943,11.19,21.58,-1.0
10944,11.19,21.58,-1.0
10945,11.19,21.58,-1.0
10946,11.19,21.58,-1.0
10947,11.19,21.58,-1.0
10948,11.19,21.58,-1.0
10949,11.19,21.58,-1.0
10950,11.19,21.58,-1.0
10951,11.19,21.58,-1.0
10952,11.19,21.58,-1.0
10953,11.19,21.58,-1.0
10954,11.19,21.58,-1.0
10955,11.19,21.58,-1.0
10956,11.19,21.58,-1.0
10957,11.19,21.58,-1.0
10958,11.19,21.58,-1.0
10959,11.19,21.58,-1.0
10960,11.19,21.58,-1.0
10961,11.19,21.58,-1.0
10962,11.19,21.58,-1.0
10963,11.19,21.58,-1.0
10964,11.19,21.58,-1.0
10965,11.19,21.58,-1.0
10966,11.19,21.58,-1.0
10967,11.19,21.58,-1.0
10968,11.19,21.58,-1.0
10969,11.19,21.58,-1.0
10970,11.19,21.58,-1.0
10971,11.19,21.58,-1.0
10972,11.19,21.58,-1.0
10973,11.19,21.58,-1.0
10974,11.19,21.58,-1.0
10975,11.19,21.58,-1.0
10976,11.19,21.58,-1.0
10977,11.19,21.58,-1.0
10978,11.19,21.58,-1.0
10979,11.19,21.58,-1.0
10980,11.19,21.58,-1.0
10981,11.19,21.58,-1.0
10982,11.19,21.58,-1.0
10983,11.19,21.58,-1.0
10984,11.19,21.58,-1.0
10985,11.19,21.58,-1.0
10986,11.19,21.58,-1.0
10987,11.19,21.58,-1.0
10988,11.19,21.58,-1.0
10989,11.19,21.58,-1.0
10990,11.19,21.58,-1.0
10991,11.19,21.58,-1.0
10992,11.19,21.58,-1.0
10993,11.19,21.58,-1.0
10994,11.19,21.58,-1.0
10995,11.19,21.58,-1.0
10996,11.19,21.58,-1.0
10997,11.19,21.58,-1.0
10998,11.19,21.58,-1.0
10999,11.19,21.58,-1.0
11000,11.19,21.58,-1.0
11001,11.19,21.58,-1.0
11002,11.19,21.58,-1.0
11003,11.19,21.58,-1.0
11004,11.19,21.58,-1.0
11005,11.19,21.58,-1.0
11006,11.19,21.58,-1.0
11007,11.19,21.58,-1.0
11008,11.19,21.58,-1.0
11009,11.19,21.58,-1.0
11010,11.19,21.58,-1.0
11011,11.19,21.58,-1.0
11012,11.19,21.58,-1.0
11013,11.19,21.58,-1.0
11014,11.19,21.58,-1.0
11015,11.19,21.58,-1.0
11016,11.19,21.58,-1.0
11017,11.19,21.58,-1.0
11018,11.19,21.58,-1.0
11019,11.19,21.58,-1.0
11020,11.19,21.58,-1.0
11021,11.19,21.58,-1.0
11022,11.19,21.58,-1.0
11023,11.19,21.58,-1.0
11024,11.19,21.58,-1.0
11025,11.19,21.58,-1.0
11026,11.19,21.58,-1.0
11027,11.19,21.58,-1.0
11028,11.19,21.58,-1.0
11029,11.19,21.58,-1.0
11030,11.19,21.58,-1.0
11031,11.19,21.58,-1.0
11032,11.19,21.58,-1.0
11033,11.19,21.58,-1.0
11034,11.19,21.58,-1.0
11035,11.19,21.58,-1.0
11036,11.19,21.58,-1.0
11037,11.19,21.58,-1.0
11038,11.19,21.58,-1.0
11039,11.19,21.58,-1.0
11040,11.19,21.58,-1.0
11041,11.19,21.58,-1.0
11042,11.19,21.58,-1.0
11043,11.19,21.58,-1.0
11044,11.19,21.58,-1.0
11045,11.19,21.58,-1.0
11046,11.19,21.58,-1.0
11047,11.19,21.58,-1.0
11048,11.19,21.58,-1.0
11049,11.19,21.58,-1.0
11050,11.19,21.58,-1.0
11051,11.19,21.58,-1.0
11052,11.19,21.58,-1.0
11053,11.19,21.58,-1.0
11054,11.19,21.58,-1.0
11055,11.19,21.58,-1.0
11056,11.19,21.58,-1.0
11057,11.19,21.58,-1.0
11058,11.19,21.58,-1.0
11059,11.19,21.58,-1.0
11060,11.19,21.58,-1.0
11061,11.19,21.58,-1.0
11062,11.19,21.58,-1.0
11063,11.19,21.58,-1.0
11064,11.19,21.58,-1.0
11065,11.19,21.58,-1.0
11066,11.19,21.58,-1.0
11067,11.19,21.58,-1.0
11068,11.19,21.58,-1.0
11069,11.19,21.58,-1.0
11070,11.19,21.58,-1.0
11071,11.19,21.58,-1.0
11072,11.19,21.58,-1.0
11073,11.19,21.58,-1.0
11074,11.19,21.58,-1.0
11075,11.19,21.58,-1.0
11076,11.19,21.58,-1.0
11077,11.19,21.58,-1.0
11078,11.19,21.58,-1.0
11079,11.19,21.58,-1.0
11080,11.19,21.58,-1.0
11081,11.19,21.58,-1.0
11082,11.19,21.58,-1.0
11083,11.19,21.58,-1.0
11084,11.19,21.58,-1.0
11085,11.19,21.58,-1.0
11086,11.19,21.58,-1.0
11087,11.19,21.58,-1.0
11088,11.19,21.58,-1.0
11089,11.19,21.58,-1.0
11090,11.19,21.58,-1.0
11091,11.19,21.58,-1.0
11092,11.19,21.58,-1.0
11093,11.19,21.58,-1.0
11094,11.19,21.58,-1.0
11095,11.19,21.58,-1.0
11096,11.19,21.58,-1.0
11097,11.19,21.58,-1.0
11098,11.19,21.58,-1.0
11099,11.19,21.58,-1.0
11100,11.19,21.58,-1.0
11101,11.19,21.58,-1.0
11102,11.19,21.58,-1.0
11103,11.19,21.58,-1.0
11104,11.19,21.58,-1.0
11105,11.19,21.58,-1.0
11106,11.19,21.58,-1.0
11107,11.19,21.58,-1.0
11108,11.19,21.58,-1.0
11109,11.19,21.58,-1.0
11110,11.19,21.58,-1.0
11111,11.19,21.58,-1.0
11112,11.19,21.58,-1.0
11113,11.19,21.58,-1.0
11114,11.19,21.58,-1.0
11115,11.19,21.58,-1.0
11116,11.19,21.58,-1.0
11117,11.19,21.58,-1.0
11118,11.19,21.58,-1.0
11119,11.19,21.58,-1.0
11120,11.19,21.58,-1.0
11121,11.19,21.58,-1.0
11122,11.19,21.58,-1.0
11123,11.19,21.58,-1.0
11124,11.19,21.58,-1.0
11125,11.19,21.58,-1.0
11126,11.19,21.58,-1.0
11127,11.19,21.58,-1.0
11128,11.19,21.58,-1.0
11129,11.19,21.58,-1.0
11130,11.19,21.58,-1.0
11131,11.19,21.58,-1.0
11132,11.19,21.58,-1.0
11133,11.19,21.58,-1.0
11134,11.19,21.58,-1.0
11135,11.19,21.58,-1.0
11136,11.19,21.58,-1.0
11137,11.19,21.58,-1.0
11138,11.19,21.58,-1.0
11139,11.19,21.58,-1.0
11140,11.19,21.58,-1.0
11141,11.19,21.58,-1.0
11142,11.19,21.58,-1.0
11143,11.19,21.58,-1.0
11144,11.19,21.58,-1.0
11145,11.19,21.58,-1.0
11146,11.19,21.58,-1.0
11147,11.19,21.58,-1.0
11148,11.19,21.58,-1.0
11149,11.19,21.58,-1.0
11150,11.19,21.58,-1.0
11151,11.19,21.58,-1.0
11152,11.19,21.58,-1.0
11153,11.19,21.58,-1.0
11154,11.19,21.58,-1.0
11155,11.19,21.58,-1.0
11156,11.19,21.58,-1.0
11157,11.19,21.58,-1.0
11158,11.19,21.58,-1.0
11159,11.19,21.58,-1.0
11160,11.19,21.58,-1.0
11161,11.19,21.58,-1.0
11162,11.19,21.58,-1.0
11163,11.19,21.58,-1.0
11164,11.19,21.58,-1.0
11165,11.19,21.58,-1.0
11166,11.19,21.58,-1.0
11167,11.19,21.58,-1.0
11168,11.19,21.58,-1.0
11169,11.19,21.58,-1.0
11170,11.19,21.58,-1.0
11171,11.19,21.58,-1.0
11172,11.19,21.58,-1.0
11173,11.19,21.58,-1.0
11174,11.19,21.58,-1.0
11175,11.19,21.58,-1.0
11176,11.19,21.58,-1.0
11177,11.19,21.58,-1.0
11178,11.19,21.58,-1.0
11179,11.19,21.58,-1.0
11180,11.19,21.58,-1.0
11181,11.19,21.58,-1.0
11182,11.19,21.58,-1.0
11183,11.19,21.58,-1.0
11184,11.19,21.58,-1.0
11185,11.19,21.58,-1.0
11186,11.19,21.58,-1.0
11187,11.19,21.58,-1.0
11188,11.19,21.58,-1.0
11189,11.19,21.58,-1.0
11190,11.19,21.58,-1.0
11191,11.19,21.58,-1.0
11192,11.19,21.58,-1.0
11193,11.19,21.58,-1.0
11194,11.19,21.58,-1.0
11195,11.19,21.58,-1.0
11196,11.19,21.58,-1.0
11197,11.19,21.58,-1.0
11198,11.19,21.58,-1.0
11199,11.19,21.58,-1.0
11200,11.19,21.58,-1.0
11201,11.19,21.58,-1.0
11202,11.19,21.58,-1.0
11203,11.19,21.58,-1.0
11204,11.19,21.58,-1.0
11205,11.19,21.58,-1.0
11206,11.19,21.58,-1.0
11207,11.19,21.58,-1.0
11208,11.19,21.58,-1.0
11209,11.19,21.58,-1.0
11210,11.19,21.58,-1.0
11211,11.19,21.58,-1.0
11212,11.19,21.58,-1.0
11213,11.19,21.58,-1.0
11214,11.19,21.58,-1.0
11215,11.19,21.58,-1.0
11216,11.19,21.58,-1.0
11217,11.19,21.58,-1.0
11218,11.19,21.58,-1.0
11219,11.19,21.58,-1.0
11220,11.19,21.58,-1.0
11221,11.19,21.58,-1.0
11222,11.19,21.58,-1.0
11223,11.19,21.58,-1.0
11224,11.19,21.58,-1.0
11225,11.19,21.58,-1.0
11226,11.19,21.58,-1.0
11227,11.19,21.58,-1.0
11228,11.19,21.58,-1.0
11229,11.19,21.58,-1.0
11230,11.19,21.58,-1.0
11231,11.19,21.58,-1.0
11232,11.19,21.58,-1.0
11233,11.19,21.58,-1.0
11234,11.19,21.58,-1.0
11235,11.19,21.58,-1.0
11236,11.19,21.58,-1.0
11237,11.19,21.58,-1.0
11238,11.19,21.58,-1.0
11239,11.19,21.58,-1.0
11240,11.19,21.58,-1.0
11241,11.19,21.58,-1.0
11242,11.19,21.58,-1.0
11243,11.19,21.58,-1.0
11244,11.19,21.58,-1.0
11245,11.19,21.58,-1.0
11246,11.19,21.58,-1.0
11247,11.19,21.58,-1.0
11248,11.19,21.58,-1.0
11249,11.19,21.58,-1.0
11250,11.19,21.58,-1.0
