time,lane_exit_A,lane_exit_C,lane_exit_D,lane_exit_E
84317,15.02,19.03,21.64,19.77
84318,15.02,19.03,21.64,19.77
84319,15.02,19.03,21.64,19.77
84320,15.02,19.03,21.64,19.77
84321,15.02,19.03,21.64,19.77
84322,15.02,19.03,21.64,19.77
84323,15.02,19.03,21.64,19.77
84324,15.02,19.03,21.64,19.77
84325,15.02,19.03,21.64,19.77
84326,15.02,19.03,21.64,19.77
84327,15.02,19.03,21.64,19.77
84328,15.02,19.03,21.64,19.77
84329,15.02,19.03,21.64,19.77
84330,15.02,19.03,21.64,19.77
84331,15.02,19.03,21.64,19.77
84332,15.02,19.03,21.64,19.77
84333,15.02,19.03,21.64,19.77
84334,15.02,19.03,21.64,19.77
84335,15.02,19.03,21.64,19.77
84336,15.02,19.03,21.64,19.77
84337,15.02,19.03,21.64,19.77
84338,15.02,19.03,21.64,19.77
84339,15.02,19.03,21.64,19.77
84340,15.02,19.03,21.64,19.77
84341,15.02,19.03,21.64,19.77
84342,15.02,19.03,21.64,19.77
84343,15.02,19.03,21.64,19.77
84344,15.02,19.03,21.64,19.77
84345,15.02,19.03,21.64,19.77
84346,15.02,19.03,21.64,19.77
84347,15.02,19.03,21.64,19.77
84348,15.02,19.03,21.64,19.77
84349,15.02,19.03,21.64,19.77
84350,15.02,19.03,21.64,19.77
84351,15.02,19.03,21.64,19.77
84352,15.02,19.03,21.64,19.77
84353,15.02,19.03,21.64,19.77
84354,15.02,19.03,21.64,19.77
84355,15.02,19.03,21.64,19.77
84356,15.02,19.03,21.64,19.77
84357,15.02,19.03,21.64,19.77
84358,15.02,19.03,21.64,19.77
84359,15.02,19.03,21.64,19.77
84360,15.02,19.03,21.64,19.77
84361,15.02,19.03,21.64,19.77
84362,15.02,19.03,21.64,19.77
84363,15.02,19.03,21.64,19.77
84364,15.02,19.03,21.64,19.77
84365,15.02,19.03,21.64,19.77
84366,15.02,19.03,21.64,19.77
84367,15.02,19.03,21.64,19.77
84368,15.02,19.03,21.64,19.77
84369,15.02,19.03,21.64,19.77
84370,15.02,19.03,21.64,19.77
84371,15.02,19.03,21.64,19.77
84372,15.02,19.03,21.64,19.77
84373,15.02,19.03,19.76,19.77
84374,15.02,19.03,19.76,19.77
84375,15.02,19.03,19.76,19.77
84376,15.02,19.03,19.76,19.77
84377,15.02,19.03,19.76,19.77
84378,15.02,19.03,19.76,19.77
84379,15.02,19.03,19.76,19.77
84380,15.02,19.03,19.76,19.77
84381,15.02,19.03,19.76,19.77
84382,15.02,19.03,19.76,19.77
84383,15.02,19.03,19.76,19.77
84384,15.02,19.03,19.76,19.77
84385,15.02,19.03,19.76,19.77
84386,15.02,19.03,19.76,19.77
84387,15.02,19.03,19.76,19.77
84388,15.02,19.03,19.76,19.77
84389,15.02,19.03,19.76,19.77
84390,15.02,19.03,19.76,19.77
84391,15.02,19.03,19.76,19.77
84392,15.02,19.03,19.76,19.77
84393,15.02,19.03,19.76,19.77
84394,15.02,19.03,19.76,19.77
84395,15.02,19.03,19.76,19.77
84396,15.02,19.03,19.76,19.77
84397,15.02,19.03,19.76,19.77
84398,15.02,19.03,19.76,19.77
84399,15.02,19.03,19.76,19.77
84400,15.02,19.03,19.76,18.3
84401,15.02,19.03,19.76,18.3
84402,15.02,19.03,19.76,18.3
84403,15.02,19.03,19.76,18.3
84404,15.02,19.03,19.76,18.3
84405,15.02,19.03,19.76,18.3
84406,15.02,19.03,19.76,18.3
84407,15.02,19.03,19.76,18.3
84408,15.02,19.03,19.76,18.3
84409,15.02,19.03,19.76,18.3
84410,15.02,19.03,19.76,18.3
84411,15.02,19.03,19.76,18.3
84412,15.02,19.03,19.76,18.3
84413,15.02,19.03,19.76,18.3
84414,15.02,19.03,19.76,18.3
84415,15.02,19.03,19.76,18.3
84416,15.02,19.03,19.76,18.3
84417,15.02,19.03,19.76,18.3
84418,15.02,19.03,19.76,18.3
84419,15.02,19.03,19.76,18.3
84420,15.02,19.03,19.76,18.3
84421,15.02,19.03,19.76,18.3
84422,15.02,19.03,19.76,18.3
84423,15.02,19.03,19.76,18.3
84424,15.02,19.03,19.76,18.3
84425,15.02,19.03,19.76,18.3
84426,15.02,19.03,19.76,18.3
84427,15.02,19.03,19.76,18.3
84428,15.02,19.03,19.76,18.3
84429,15.02,19.03,19.76,18.3
84430,15.02,19.03,19.76,18.3
84431,15.02,19.03,19.76,18.3
84432,15.02,19.03,19.76,18.3
84433,15.02,19.03,19.76,18.3
84434,15.02,19.03,19.76,18.3
84435,15.02,19.03,19.76,18.3
84436,15.02,19.03,19.76,18.3
84437,15.02,19.03,19.76,18.3
84438,15.02,19.03,19.76,18.3
84439,15.02,19.03,19.76,18.3
84440,15.02,19.03,19.76,18.3
84441,15.02,19.03,19.76,18.3
84442,15.02,19.03,19.76,18.3
84443,15.02,19.03,19.76,18.3
84444,15.02,19.03,19.76,18.3
84445,15.02,19.03,19.76,18.3
84446,15.02,19.03,19.76,18.3
84447,15.02,19.03,19.76,18.3
84448,15.02,19.03,19.76,18.3
84449,15.02,19.03,19.76,18.3
84450,15.02,19.03,19.76,18.3
84451,15.02,19.03,19.76,18.3
84452,15.02,19.03,19.76,18.3
84453,15.02,19.03,19.76,18.3
84454,15.02,19.03,19.76,18.3
84455,15.02,19.03,19.76,18.3
84456,15.02,19.03,19.76,18.3
84457,15.02,19.03,19.76,18.3
84458,15.02,19.03,19.76,18.3
84459,15.02,19.03,19.76,18.3
84460,15.02,19.03,19.76,18.3
84461,15.02,19.03,19.76,18.3
84462,15.02,19.03,19.76,18.3
84463,15.02,19.03,19.76,18.3
84464,15.02,19.03,19.76,18.3
84465,15.02,19.03,19.76,18.3
84466,15.02,19.03,19.76,18.3
84467,15.02,19.03,19.76,18.3
84468,15.02,19.03,19.76,18.3
84469,15.02,19.03,19.76,18.3
84470,15.02,19.03,19.76,18.3
84471,15.02,19.03,19.76,18.3
84472,15.02,19.03,19.76,18.3
84473,15.02,19.03,19.76,18.3
84474,15.02,19.03,19.76,18.3
84475,15.02,19.03,19.76,18.3
84476,15.02,19.03,19.76,18.3
84477,15.02,19.03,19.76,18.3
84478,15.02,19.03,19.76,18.3
84479,15.02,19.03,19.76,18.3
84480,15.02,19.03,19.76,18.3
84481,15.02,19.03,19.76,18.3
84482,15.02,19.03,19.76,18.3
84483,15.02,19.03,19.76,18.3
84484,15.02,19.03,19.76,18.3
84485,15.02,19.03,19.76,18.3
84486,15.02,19.03,19.76,18.3
84487,15.02,19.03,19.76,18.3
84488,15.02,19.03,19.76,18.3
84489,15.02,19.03,19.76,18.3
84490,15.02,19.03,19.76,18.3
84491,15.02,19.03,19.76,18.3
84492,15.02,19.03,19.76,18.3
84493,15.02,19.03,19.76,18.3
84494,15.02,19.03,19.76,18.3
84495,15.02,19.03,19.76,18.3
84496,15.02,19.03,19.76,18.3
84497,15.02,19.03,19.76,18.3
84498,15.02,19.03,19.76,18.3
84499,15.02,19.03,19.76,18.3
84500,15.02,19.03,19.76,18.3
84501,15.02,19.03,19.76,18.3
84502,15.02,19.03,19.76,18.3
84503,15.02,19.03,19.76,18.3
84504,15.02,19.03,19.76,18.3
84505,15.02,19.03,19.76,18.3
84506,15.02,19.03,19.76,18.3
84507,15.02,19.03,19.76,18.3
84508,15.02,19.03,19.76,18.3
84509,15.02,19.03,19.76,18.3
84510,15.02,19.03,19.76,18.3
84511,15.02,19.03,19.76,18.3
84512,15.02,19.03,19.76,18.3
84513,15.02,19.03,19.76,18.3
84514,15.02,19.03,19.76,18.3
84515,15.02,19.03,19.76,18.3
84516,15.02,19.03,19.76,18.3
84517,15.02,19.03,19.76,18.3
84518,15.02,19.03,19.76,18.3
84519,15.02,19.03,19.76,18.3
84520,15.02,19.03,19.76,18.3
84521,15.02,19.03,19.76,18.3
84522,15.02,19.03,19.76,18.3
84523,15.02,19.03,19.76,18.3
84524,15.02,19.03,19.76,18.3
84525,15.02,19.03,19.76,18.3
84526,15.02,19.03,19.76,18.3
84527,15.02,19.03,19.76,18.3
84528,15.02,19.03,19.76,18.3
84529,15.02,19.03,19.76,18.3
84530,15.02,19.03,19.76,18.3
84531,15.02,19.03,19.76,18.3
84532,15.02,19.03,19.76,18.3
84533,15.02,19.03,19.76,18.3
84534,15.02,19.03,19.76,18.3
84535,15.02,19.03,19.76,18.3
84536,15.02,19.03,19.76,18.3
84537,15.02,19.03,19.76,18.3
84538,15.02,19.03,19.76,18.3
84539,15.02,19.03,19.76,18.3
84540,15.02,19.03,19.76,18.3
84541,15.02,19.03,19.76,18.3
84542,15.02,19.03,19.76,18.3
84543,15.02,19.03,19.76,18.3
84544,15.02,19.03,19.76,18.3
84545,15.02,19.03,19.76,18.3
84546,15.02,19.03,19.76,18.3
84547,15.02,19.03,19.76,18.3
84548,15.02,19.03,19.76,18.3
84549,15.02,19.03,19.76,18.3
84550,15.02,19.03,19.76,18.3
84551,15.02,19.03,19.76,18.3
84552,15.02,19.03,19.76,18.3
84553,15.02,19.03,19.76,18.3
84554,15.02,19.03,19.76,18.3
84555,15.02,19.03,19.76,18.3
84556,15.02,19.03,19.76,18.3
84557,15.02,19.03,19.76,18.3
84558,15.02,19.03,19.76,18.3
84559,15.02,19.03,19.76,18.3
84560,15.02,19.03,19.76,18.3
84561,15.02,19.03,19.76,18.3
84562,15.02,19.03,19.76,18.3
84563,15.02,19.03,19.76,18.3
84564,15.02,19.03,19.76,18.3
84565,15.02,19.03,19.76,18.3
84566,15.02,19.03,19.76,18.3
84567,15.02,19.03,19.76,18.3
84568,15.02,19.03,19.76,18.3
84569,15.02,19.03,19.76,18.3
84570,15.02,19.03,19.76,18.3
84571,15.02,19.03,19.76,18.3
84572,15.02,19.03,19.76,18.3
84573,15.02,19.03,19.76,18.3
84574,15.02,19.03,19.76,18.3
84575,15.02,19.03,19.76,18.3
84576,15.02,19.03,19.76,18.3
84577,15.02,19.03,19.76,18.3
84578,15.02,19.03,19.76,18.3
84579,15.02,19.03,19.76,18.3
84580,15.02,19.03,19.76,18.3
84581,15.02,19.03,19.76,18.3
84582,15.02,19.03,19.76,18.3
84583,15.02,19.03,19.76,18.3
84584,15.02,19.03,19.76,18.3
84585,15.02,19.03,19.76,18.3
84586,15.02,19.03,19.76,18.3
84587,15.02,19.03,19.76,18.3
84588,15.02,19.03,19.76,18.3
84589,15.02,19.03,19.76,18.3
84590,15.02,19.03,19.76,18.3
84591,15.02,19.03,19.76,18.3
84592,15.02,19.03,19.76,18.3
84593,15.02,19.03,19.76,18.3
84594,15.02,19.03,19.76,18.3
84595,15.02,19.03,19.76,18.3
84596,15.02,19.03,19.76,18.3
84597,15.02,19.03,19.76,18.3
84598,15.02,19.03,19.76,18.3
84599,15.02,19.03,19.76,18.3
84600,15.02,19.03,19.76,18.3
84601,15.02,19.03,19.76,18.3
84602,15.02,19.03,19.76,18.3
84603,15.02,19.03,19.76,18.3
84604,15.02,19.03,19.76,18.3
84605,15.02,19.03,19.76,18.3
84606,15.02,19.03,19.76,18.3
84607,15.02,19.03,19.76,18.3
84608,15.02,19.03,19.76,18.3
84609,15.02,19.03,19.76,18.3
84610,15.02,19.03,19.76,18.3
84611,15.02,19.03,19.76,18.3
84612,15.02,19.03,19.76,18.3
84613,15.02,19.03,19.76,18.3
84614,15.02,19.03,19.76,18.3
84615,15.02,19.03,19.76,18.3
84616,15.02,19.03,19.76,18.3
84617,15.02,19.03,19.76,18.3
84618,15.02,19.03,19.76,18.3
84619,15.02,19.03,19.76,18.3
84620,15.02,19.03,19.76,18.3
84621,15.02,19.03,19.76,18.3
84622,15.02,19.03,19.76,18.3
84623,15.02,19.03,19.76,18.3
84624,15.02,19.03,19.76,18.3
84625,15.02,19.03,19.76,18.3
84626,15.02,19.03,19.76,18.3
84627,15.02,19.03,19.76,18.3
84628,15.02,19.03,19.76,18.3
84629,15.02,19.03,19.76,18.3
84630,15.02,19.03,19.76,18.3
84631,15.02,19.03,19.76,18.3
84632,15.02,19.03,19.76,18.3
84633,15.02,19.03,19.76,18.3
84634,15.02,19.03,19.76,18.3
84635,15.02,19.03,19.76,18.3
84636,15.02,19.03,19.76,18.3
84637,15.02,19.03,19.76,18.3
84638,15.02,19.03,19.76,18.3
84639,15.02,19.03,19.76,18.3
84640,15.02,19.03,19.76,18.3
84641,15.02,19.03,19.76,18.3
84642,15.02,19.03,19.76,18.3
84643,15.02,19.03,19.76,18.3
84644,15.02,19.03,19.76,18.3
84645,15.02,19.03,19.76,18.3
84646,15.02,19.03,19.76,18.3
84647,15.02,19.03,19.76,18.3
84648,15.02,19.03,19.76,18.3
84649,15.02,19.03,19.76,18.3
84650,15.02,19.03,19.76,18.3
84651,15.02,19.03,19.76,18.3
84652,15.02,19.03,19.76,18.3
84653,15.02,19.03,19.76,18.3
84654,15.02,19.03,19.76,18.3
84655,15.02,19.03,19.76,18.3
84656,15.02,19.03,19.76,18.3
84657,15.02,19.03,19.76,18.3
84658,15.02,19.03,19.76,18.3
84659,15.02,19.03,19.76,18.3
84660,15.02,19.03,19.76,18.3
84661,15.02,19.03,19.76,18.3
84662,15.02,19.03,19.76,18.3
84663,15.02,19.03,19.76,18.3
84664,15.02,19.03,19.76,18.3
84665,15.02,19.03,19.76,18.3
84666,15.02,19.03,19.76,18.3
84667,15.02,19.03,19.18,18.3
84668,15.02,19.03,19.18,18.3
84669,15.02,19.03,19.18,18.3
84670,15.02,19.03,19.18,18.3
84671,15.02,19.03,19.18,18.3
84672,15.02,19.03,19.18,18.3
84673,15.02,19.03,19.18,18.3
84674,15.02,19.03,19.18,18.3
84675,15.02,19.03,19.18,18.3
84676,15.02,19.03,19.18,18.3
84677,15.02,19.03,19.18,18.3
84678,15.02,19.03,19.18,18.3
84679,15.02,19.03,19.18,18.3
84680,15.02,19.03,19.18,18.3
84681,15.02,19.03,19.18,18.3
84682,15.02,19.03,19.18,18.3
84683,15.02,19.03,19.18,18.3
84684,15.02,19.03,19.18,18.3
84685,15.02,19.03,19.18,18.3
84686,15.02,19.03,19.18,18.3
84687,15.02,19.03,19.18,18.3
84688,15.02,19.03,19.18,18.3
84689,15.02,19.03,19.18,18.3
84690,15.02,19.03,19.18,18.3
84691,15.02,19.03,19.18,18.3
84692,15.02,19.03,19.18,18.3
84693,15.02,19.03,19.18,18.3
84694,15.02,19.03,19.18,18.3
84695,15.02,19.03,19.18,18.3
84696,15.02,19.03,19.18,18.3
84697,15.02,19.03,19.18,18.3
84698,15.02,19.03,19.18,18.3
84699,15.02,19.03,19.18,18.3
84700,15.02,19.03,19.18,18.3
84701,15.02,19.03,19.18,18.3
84702,15.02,19.03,19.18,18.3
84703,15.02,19.03,19.18,18.3
84704,15.02,19.03,19.18,18.3
84705,15.02,19.03,19.18,18.3
84706,15.02,19.03,19.18,18.3
84707,15.02,19.03,19.18,18.3
84708,15.02,19.03,19.18,18.3
84709,15.02,19.03,19.18,18.3
84710,15.02,19.03,19.18,18.3
84711,15.02,19.03,19.18,18.3
84712,15.02,19.03,19.18,18.3
84713,15.02,19.03,19.18,18.3
84714,15.02,19.03,19.18,18.3
84715,15.02,19.03,19.18,18.3
84716,15.02,19.03,19.18,18.3
84717,15.02,19.03,19.18,18.3
84718,15.02,19.03,19.18,18.3
84719,15.02,19.03,19.18,18.3
84720,15.02,19.03,19.18,18.3
84721,15.02,19.03,19.18,18.3
84722,15.02,19.03,19.18,18.3
84723,15.02,19.03,19.18,18.3
84724,15.02,19.03,19.18,18.3
84725,15.02,19.03,19.18,18.3
84726,15.02,19.03,19.18,18.3
84727,15.02,19.03,19.18,18.3
84728,15.02,19.03,19.18,18.3
84729,15.02,19.03,19.18,18.3
84730,15.02,19.03,19.18,18.3
84731,15.02,19.03,19.18,18.3
84732,15.02,19.03,19.18,18.3
84733,15.02,19.03,19.18,18.3
84734,15.02,19.03,19.18,18.3
84735,15.02,19.03,19.18,18.3
84736,15.02,19.03,19.18,18.3
84737,15.02,19.03,19.18,18.3
84738,15.02,19.03,19.18,18.3
84739,15.02,19.03,19.18,18.3
84740,15.02,19.03,19.18,18.3
84741,15.02,19.03,19.18,18.3
84742,15.02,19.03,19.18,18.3
84743,15.02,19.03,19.18,18.3
84744,15.02,19.03,19.18,18.3
84745,15.02,19.03,19.18,18.3
84746,15.02,19.03,19.18,18.3
84747,15.02,19.03,19.18,18.3
84748,15.02,19.03,19.18,18.3
84749,15.02,19.03,19.18,18.3
84750,15.02,19.03,19.18,18.3
84751,15.02,19.03,19.18,18.3
84752,15.02,19.03,19.18,18.3
84753,15.02,19.03,19.18,18.56
84754,15.02,19.03,19.18,18.56
84755,15.02,19.03,19.18,18.56
84756,15.02,19.03,19.18,18.56
84757,15.02,19.03,19.18,18.56
84758,15.02,19.03,19.18,18.56
84759,15.02,19.03,19.18,18.56
84760,15.02,19.03,19.18,18.56
84761,15.02,19.03,19.18,18.56
84762,15.02,19.03,19.18,18.56
84763,15.02,19.03,19.18,18.56
84764,15.02,19.03,19.18,18.56
84765,15.02,19.03,19.18,18.56
84766,15.02,19.03,19.18,18.56
84767,15.02,19.03,19.18,18.56
84768,14.58,19.03,19.18,18.56
84769,14.58,19.03,19.18,18.56
84770,14.58,19.03,19.18,18.56
84771,14.58,19.03,19.18,18.56
84772,14.58,19.03,19.18,18.56
84773,14.58,19.03,19.18,18.56
84774,14.58,19.03,19.18,18.56
84775,14.58,19.03,19.18,18.56
84776,14.58,19.03,19.18,18.56
84777,14.58,19.03,19.18,18.56
84778,14.58,19.03,19.18,18.56
84779,14.58,19.03,19.18,18.56
84780,14.58,19.03,19.18,18.56
84781,14.58,19.03,19.18,18.56
84782,14.58,19.03,19.18,18.56
84783,14.58,19.03,19.18,18.56
84784,14.58,19.03,19.18,18.56
84785,14.58,19.03,19.18,18.56
84786,14.58,19.03,19.18,18.56
84787,14.58,19.03,19.18,18.56
84788,14.58,19.03,19.18,18.56
84789,14.58,19.03,19.18,18.56
84790,14.58,19.03,19.18,18.56
84791,14.58,19.03,19.18,18.56
84792,14.58,19.03,19.18,18.56
84793,14.58,19.03,19.18,18.56
84794,14.58,19.03,19.18,18.56
84795,14.58,19.03,19.18,18.56
84796,14.58,19.03,19.18,18.56
84797,14.58,19.03,19.18,18.56
84798,14.58,19.03,19.18,18.56
84799,14.58,19.03,19.18,18.56
84800,14.58,19.03,19.18,18.56
84801,14.58,19.03,19.18,18.56
84802,14.58,19.03,19.18,18.56
84803,14.58,19.03,19.18,18.56
84804,14.58,19.03,19.18,18.56
84805,14.58,19.03,19.18,18.56
84806,14.58,19.03,19.18,18.56
84807,14.58,19.03,19.18,18.56
84808,14.58,19.03,19.18,18.56
84809,14.58,19.03,19.18,18.56
84810,14.58,19.03,19.18,18.56
84811,14.58,19.03,19.18,18.56
84812,14.58,19.03,19.18,18.56
84813,14.58,19.03,19.18,18.56
84814,14.58,19.03,19.18,18.56
84815,14.58,19.03,19.18,18.56
84816,14.58,19.03,19.18,18.56
84817,14.58,19.03,19.18,18.56
84818,14.58,19.03,19.18,18.56
84819,14.58,19.03,19.18,18.56
84820,14.58,19.03,19.18,18.56
84821,14.58,19.03,19.18,15.72
84822,14.58,19.03,19.18,15.72
84823,14.58,19.03,19.18,15.72
84824,14.58,19.03,19.18,15.48
84825,14.58,19.03,19.18,15.48
84826,14.58,19.03,19.18,15.48
84827,14.58,19.03,19.18,15.48
84828,14.58,19.03,19.18,15.48
84829,14.58,19.03,19.18,15.48
84830,14.58,19.03,19.18,15.48
84831,14.58,19.03,19.18,15.48
84832,14.58,19.03,19.18,15.48
84833,14.58,19.03,19.18,15.48
84834,14.58,19.03,19.18,15.48
84835,14.58,19.03,19.18,15.48
84836,14.58,19.03,19.18,15.48
84837,14.58,19.03,19.18,15.48
84838,14.58,19.03,19.18,15.48
84839,14.58,19.03,19.18,15.48
84840,14.58,19.03,19.18,15.48
84841,14.58,19.03,19.18,15.48
84842,14.58,19.03,19.18,15.48
84843,14.58,19.03,19.18,15.48
84844,14.58,19.03,19.18,15.48
84845,14.58,19.03,19.18,15.48
84846,14.58,19.03,19.18,15.48
84847,14.58,19.03,19.18,15.48
84848,14.58,19.03,19.18,15.48
84849,14.58,19.03,19.18,15.48
84850,14.58,19.03,19.18,15.48
84851,14.58,19.03,19.18,15.48
84852,14.58,19.03,19.18,15.48
84853,14.58,19.03,19.18,15.48
84854,14.58,19.03,19.18,15.48
84855,14.58,19.03,19.18,15.48
84856,14.58,19.03,19.18,15.48
84857,14.58,19.03,19.18,15.48
84858,14.58,19.03,19.18,15.48
84859,14.58,19.03,19.18,15.48
84860,14.58,19.03,19.18,15.48
84861,14.58,19.03,19.18,15.48
84862,14.58,19.03,19.18,15.48
84863,14.58,19.03,19.18,15.48
84864,14.58,19.03,19.18,15.48
84865,14.58,19.03,19.18,15.48
84866,14.58,19.03,19.18,15.48
84867,14.58,19.03,19.18,15.48
84868,14.58,19.03,19.18,15.48
84869,14.58,19.03,19.18,15.48
84870,14.58,19.03,19.18,15.48
84871,14.58,19.03,19.18,15.48
84872,14.58,19.03,19.18,15.48
84873,14.58,19.03,19.18,15.48
84874,14.58,19.03,19.18,15.48
84875,14.58,19.03,19.18,15.48
84876,14.58,19.03,19.18,15.48
84877,14.58,19.03,19.18,15.48
84878,14.58,19.03,19.18,15.48
84879,14.58,19.03,19.18,15.48
84880,14.58,19.03,19.18,15.48
84881,14.58,19.03,19.18,15.48
84882,14.58,19.03,19.18,15.48
84883,14.58,19.03,19.18,15.48
84884,14.58,19.03,19.18,15.48
84885,14.58,19.03,19.18,15.48
84886,14.58,19.03,19.18,15.48
84887,14.58,19.03,19.18,15.48
84888,14.58,19.03,19.18,15.48
84889,14.58,19.03,19.18,15.48
84890,14.58,19.03,19.18,15.48
84891,14.58,19.03,19.18,15.48
84892,14.58,19.03,19.18,15.48
84893,14.58,19.03,19.18,15.48
84894,14.58,19.03,19.18,15.48
84895,14.58,19.03,19.18,15.48
84896,14.58,19.03,19.18,15.48
84897,14.58,19.03,19.18,15.48
84898,14.58,19.03,19.18,15.48
84899,14.58,19.03,19.18,15.48
84900,14.58,19.03,19.18,15.48
84901,14.58,19.03,19.18,15.48
84902,14.58,19.03,19.18,15.48
84903,14.58,19.03,19.18,15.48
84904,14.58,19.03,19.18,15.48
84905,14.58,19.03,19.18,15.48
84906,14.58,19.03,19.18,15.48
84907,14.58,19.03,19.18,15.48
84908,14.58,19.03,19.18,15.48
84909,14.58,19.03,19.18,15.48
84910,14.58,19.03,19.18,15.48
84911,14.58,19.03,19.18,15.48
84912,14.58,19.03,19.18,15.48
84913,14.58,19.03,19.18,15.48
84914,14.58,19.03,19.18,15.48
84915,14.58,19.03,19.18,15.48
84916,14.58,19.03,19.18,15.48
84917,14.58,19.03,19.18,15.48
84918,14.58,19.03,19.18,15.48
84919,14.58,19.03,19.18,15.48
84920,14.58,19.03,19.18,15.48
84921,14.58,19.03,19.18,15.48
84922,14.58,19.03,19.18,15.48
84923,14.58,19.03,19.18,15.48
84924,14.58,19.03,19.18,15.48
84925,14.58,19.03,19.18,15.48
84926,14.58,19.03,19.18,15.48
84927,14.58,19.03,19.18,15.48
84928,14.58,19.03,19.18,15.48
84929,14.58,19.03,19.18,15.48
84930,14.58,19.03,19.18,15.48
84931,14.58,19.03,19.18,15.48
84932,14.58,19.03,19.18,15.48
84933,14.58,19.03,19.18,15.48
84934,14.58,19.03,19.18,15.48
84935,14.58,19.03,19.18,15.48
84936,14.58,19.03,19.18,15.48
84937,14.58,19.03,19.18,15.48
84938,14.58,19.03,19.18,15.48
84939,14.58,19.03,19.18,15.48
84940,14.58,19.03,19.18,15.48
84941,14.58,19.03,19.18,15.48
84942,14.58,19.03,19.18,15.48
84943,14.58,19.03,19.18,15.48
84944,14.58,19.03,19.18,15.48
84945,14.58,19.03,19.18,15.48
84946,14.58,19.03,19.18,15.48
84947,14.58,19.03,19.18,15.48
84948,14.58,19.03,19.18,15.48
84949,14.58,19.03,19.18,15.48
84950,14.58,19.03,19.18,15.48
84951,14.58,19.03,19.18,15.48
84952,14.58,19.03,19.18,15.48
84953,14.58,19.03,19.18,15.48
84954,14.58,19.03,19.18,15.48
84955,14.58,19.03,19.18,15.48
84956,14.58,19.03,19.18,15.48
84957,14.58,19.03,19.18,15.48
84958,14.58,19.03,19.18,15.48
84959,14.58,19.03,19.18,15.48
84960,14.58,19.03,19.18,15.48
84961,14.58,19.03,19.18,15.48
84962,14.58,19.03,19.18,15.48
84963,14.58,19.03,19.18,15.48
84964,14.58,19.03,19.18,15.48
84965,14.58,19.03,19.18,15.48
84966,14.58,19.03,19.18,15.48
84967,14.58,19.03,19.18,15.48
84968,14.58,19.03,19.18,15.48
84969,14.58,19.03,19.18,15.48
84970,14.58,19.03,19.18,15.48
84971,14.58,19.03,19.18,15.48
84972,14.58,19.03,19.18,15.48
84973,14.58,19.03,19.18,15.48
84974,14.58,19.03,19.18,15.48
84975,14.58,19.03,19.18,15.48
84976,14.58,19.03,19.18,15.48
84977,14.58,19.03,19.18,15.48
84978,14.58,19.03,19.18,15.48
84979,14.58,19.03,19.18,15.48
84980,14.58,19.03,19.18,15.48
84981,13.11,19.03,19.18,15.48
84982,13.11,19.03,19.18,15.48
84983,13.11,19.03,19.18,15.48
84984,13.11,19.03,19.18,15.48
84985,13.11,19.03,19.18,15.48
84986,13.11,19.03,19.18,15.48
84987,13.11,19.03,19.18,15.48
84988,13.11,19.03,19.18,15.48
84989,13.11,19.03,19.18,15.48
84990,13.11,19.03,19.18,15.48
84991,13.11,19.03,19.18,15.3
84992,13.11,19.03,19.18,15.3
84993,13.11,19.03,19.18,15.3
84994,13.11,19.03,19.18,15.3
84995,13.11,19.03,19.18,15.68
84996,13.11,19.03,19.18,15.68
84997,13.11,19.03,19.18,15.68
84998,13.11,19.03,19.18,15.68
84999,13.11,19.03,19.18,15.68
85000,13.11,19.03,19.18,15.68
85001,13.11,19.03,19.18,15.68
85002,13.11,19.03,19.18,15.68
85003,13.11,19.03,19.18,15.68
85004,13.11,19.03,19.18,15.68
85005,13.11,19.03,19.18,15.68
85006,13.11,19.03,19.18,15.68
85007,13.11,19.03,19.18,15.68
85008,13.11,19.03,19.18,15.68
85009,13.11,19.03,19.18,15.68
85010,13.11,19.03,19.18,15.68
85011,13.11,19.03,19.18,15.68
85012,13.11,19.03,19.18,15.68
85013,13.11,19.03,19.18,15.68
85014,13.11,19.03,19.18,15.68
85015,13.11,19.03,19.18,15.68
85016,13.11,19.03,19.18,15.68
85017,13.11,19.03,19.18,15.68
85018,13.11,19.03,19.18,15.68
85019,13.11,19.03,19.18,15.68
85020,13.11,19.03,19.18,15.68
85021,13.11,19.03,19.18,15.68
85022,13.11,19.03,19.18,15.68
85023,13.11,19.03,19.18,15.68
85024,13.11,19.03,19.18,15.68
85025,13.11,19.03,19.18,15.68
85026,13.11,19.03,19.18,15.68
85027,13.11,19.03,19.18,15.68
85028,13.11,19.03,19.18,15.68
85029,13.11,19.03,19.18,15.68
85030,13.11,19.03,19.18,15.68
85031,13.11,19.03,19.18,15.68
85032,13.11,19.03,19.18,15.68
85033,13.11,19.03,19.18,15.68
85034,13.11,19.03,19.18,15.68
85035,13.11,19.03,19.18,15.68
85036,13.11,19.03,19.18,15.68
85037,13.11,19.03,19.18,15.68
85038,13.11,19.03,19.18,15.68
85039,13.11,19.03,19.18,15.68
85040,13.11,19.03,19.18,15.68
85041,13.11,19.03,19.18,15.68
85042,13.11,19.03,19.18,15.68
85043,13.11,19.03,19.18,15.68
85044,13.11,19.03,19.18,15.68
85045,13.11,19.03,19.18,15.68
85046,13.11,19.03,19.18,15.68
85047,13.11,19.03,19.18,15.68
85048,13.11,19.03,19.18,15.68
85049,13.11,19.03,19.18,15.68
85050,13.11,19.03,19.18,15.68
85051,13.11,19.03,19.18,15.68
