time,lane_exit_A,lane_exit_D
6808,14.65,-1.0
6809,14.65,-1.0
6810,14.65,-1.0
6811,14.65,-1.0
6812,14.65,-1.0
6813,14.65,-1.0
6814,14.65,-1.0
6815,14.65,-1.0
6816,14.65,-1.0
6817,14.65,-1.0
6818,14.65,-1.0
6819,14.65,-1.0
6820,14.65,-1.0
6821,14.65,-1.0
6822,14.65,-1.0
6823,14.65,-1.0
6824,14.65,-1.0
6825,14.65,-1.0
6826,14.65,-1.0
6827,14.65,-1.0
6828,14.65,-1.0
6829,14.65,-1.0
6830,14.65,-1.0
6831,14.65,-1.0
6832,14.65,-1.0
6833,14.65,-1.0
6834,14.65,-1.0
6835,14.65,-1.0
6836,14.65,-1.0
6837,14.65,-1.0
6838,14.65,-1.0
6839,14.65,-1.0
6840,14.65,-1.0
6841,14.65,-1.0
6842,14.65,-1.0
6843,14.65,-1.0
6844,14.65,-1.0
6845,14.65,-1.0
6846,14.65,-1.0
6847,14.65,-1.0
6848,14.65,-1.0
6849,14.65,-1.0
6850,14.65,-1.0
6851,14.65,-1.0
6852,14.65,-1.0
6853,14.65,-1.0
6854,14.65,-1.0
6855,14.65,-1.0
6856,14.65,-1.0
6857,14.65,-1.0
6858,14.65,-1.0
6859,14.65,-1.0
6860,14.65,-1.0
6861,14.65,-1.0
6862,14.65,-1.0
6863,14.65,-1.0
6864,14.65,-1.0
6865,14.65,-1.0
6866,14.65,-1.0
6867,14.65,-1.0
6868,14.65,-1.0
6869,14.65,-1.0
6870,14.65,-1.0
6871,14.65,-1.0
6872,14.65,-1.0
6873,14.65,-1.0
6874,14.65,-1.0
6875,14.65,-1.0
6876,14.65,-1.0
6877,14.65,-1.0
6878,14.65,-1.0
6879,14.65,-1.0
6880,14.65,-1.0
6881,14.65,-1.0
6882,14.65,-1.0
6883,14.65,-1.0
6884,14.65,-1.0
6885,14.65,-1.0
6886,14.65,-1.0
6887,14.65,-1.0
6888,14.65,-1.0
6889,14.65,-1.0
6890,14.65,-1.0
6891,14.65,-1.0
6892,14.65,-1.0
6893,14.65,-1.0
6894,14.65,-1.0
6895,14.65,-1.0
6896,14.65,-1.0
6897,14.65,-1.0
6898,14.65,-1.0
6899,14.65,-1.0
6900,14.65,-1.0
6901,14.65,-1.0
6902,14.65,-1.0
6903,14.65,-1.0
6904,14.65,-1.0
6905,14.65,-1.0
6906,14.65,-1.0
6907,14.65,-1.0
6908,14.65,-1.0
6909,14.65,-1.0
6910,14.65,-1.0
6911,14.65,-1.0
6912,14.65,-1.0
6913,14.65,-1.0
6914,14.65,-1.0
6915,14.65,-1.0
6916,14.65,-1.0
6917,14.65,-1.0
6918,14.65,-1.0
6919,14.65,-1.0
6920,14.65,-1.0
6921,14.65,-1.0
6922,14.65,-1.0
6923,14.65,-1.0
6924,14.65,-1.0
6925,14.65,-1.0
6926,14.65,-1.0
6927,14.65,-1.0
6928,14.65,-1.0
6929,14.65,-1.0
6930,14.65,-1.0
6931,14.65,-1.0
6932,14.65,-1.0
6933,14.65,-1.0
6934,14.65,-1.0
6935,14.65,-1.0
6936,14.65,-1.0
6937,14.65,-1.0
6938,14.65,-1.0
6939,14.65,-1.0
6940,14.65,-1.0
6941,14.65,-1.0
6942,14.65,-1.0
6943,14.65,-1.0
6944,14.65,-1.0
6945,14.65,-1.0
6946,14.65,-1.0
6947,14.65,-1.0
6948,14.65,-1.0
6949,14.65,-1.0
6950,14.65,-1.0
6951,14.65,-1.0
6952,14.65,-1.0
6953,14.65,-1.0
6954,14.65,-1.0
6955,14.65,-1.0
6956,14.65,-1.0
6957,14.65,-1.0
6958,14.65,-1.0
6959,14.65,-1.0
6960,14.65,-1.0
6961,14.65,-1.0
6962,14.65,-1.0
6963,14.65,-1.0
6964,14.65,-1.0
6965,14.65,-1.0
6966,14.65,-1.0
6967,14.65,-1.0
6968,14.65,-1.0
6969,14.65,-1.0
6970,14.65,-1.0
6971,14.65,-1.0
6972,14.65,-1.0
6973,14.65,-1.0
6974,14.65,-1.0
6975,14.65,-1.0
6976,11.98,-1.0
6977,11.98,-1.0
6978,11.98,-1.0
6979,11.98,-1.0
6980,11.98,-1.0
6981,11.98,-1.0
6982,11.98,-1.0
6983,11.98,16.5
6984,11.98,16.5
6985,11.98,16.5
6986,11.98,16.5
6987,11.98,16.5
6988,11.98,16.5
6989,11.98,16.5
6990,11.98,16.5
6991,11.98,16.5
6992,11.98,16.5
6993,11.98,16.5
6994,11.98,16.5
6995,11.98,16.5
6996,11.98,16.5
6997,11.98,16.5
6998,11.98,16.5
6999,11.98,16.5
7000,11.98,16.5
7001,11.98,16.5
7002,11.98,16.5
7003,11.98,16.5
7004,11.98,16.5
7005,11.98,16.5
7006,11.98,16.5
7007,11.98,16.5
7008,11.98,16.5
7009,11.98,16.5
7010,11.98,16.5
7011,11.98,16.5
7012,11.98,16.5
7013,11.98,16.5
7014,11.98,16.5
7015,11.98,16.5
7016,11.98,16.5
7017,11.98,16.5
7018,11.98,16.5
7019,11.98,16.5
7020,11.98,16.5
7021,11.98,16.5
7022,11.98,16.5
7023,11.98,16.5
7024,11.98,16.5
7025,11.98,16.5
7026,11.98,16.5
7027,11.98,16.5
7028,11.98,16.5
7029,11.98,16.5
7030,11.98,16.5
7031,11.98,16.5
7032,11.98,16.5
7033,11.98,16.5
7034,11.98,16.5
7035,11.98,16.5
7036,11.98,16.5
7037,11.98,16.5
7038,11.98,16.5
7039,11.98,16.5
7040,11.98,16.5
7041,11.98,16.5
7042,11.98,16.5
7043,11.98,16.5
7044,11.98,16.5
7045,11.98,16.5
7046,11.98,16.5
7047,11.98,16.5
7048,11.98,16.5
7049,11.98,16.5
7050,11.98,16.5
7051,11.98,16.5
7052,11.98,16.5
7053,11.98,16.5
7054,11.98,16.5
7055,11.98,16.5
7056,11.98,16.5
7057,11.98,16.5
7058,11.98,16.5
7059,11.98,16.5
7060,11.98,16.5
7061,11.98,16.5
7062,11.98,16.5
7063,11.98,16.5
7064,11.98,16.5
7065,11.98,16.5
7066,11.98,16.5
7067,11.98,16.5
7068,11.98,16.5
7069,11.98,16.5
7070,11.98,16.5
7071,11.98,16.5
7072,11.98,16.5
7073,11.98,16.5
7074,11.98,16.5
7075,11.98,16.5
7076,11.98,16.5
7077,11.98,16.5
7078,11.98,16.5
7079,11.98,16.5
7080,11.98,16.5
7081,11.98,16.5
7082,11.98,16.5
7083,11.98,16.5
7084,11.98,16.5
7085,11.98,16.5
7086,11.98,16.5
7087,11.98,16.5
7088,11.98,16.5
7089,11.98,16.5
7090,11.98,16.5
7091,11.98,16.5
7092,11.98,16.5
7093,11.98,16.5
7094,11.98,16.5
7095,11.98,16.5
7096,11.98,16.5
7097,11.98,16.5
7098,11.98,16.5
7099,11.98,16.5
7100,11.98,16.5
7101,11.98,16.5
7102,11.98,16.5
7103,11.98,16.5
7104,11.98,16.5
7105,11.98,16.5
7106,11.98,16.5
7107,11.98,16.5
7108,11.98,16.5
7109,11.98,16.5
7110,11.98,16.5
7111,11.98,16.5
7112,11.98,16.5
7113,11.98,16.5
7114,11.98,16.5
7115,11.98,16.5
7116,11.98,16.5
7117,11.98,16.5
7118,11.98,16.5
7119,11.98,16.5
7120,11.98,16.5
7121,11.98,16.5
7122,11.98,16.5
7123,11.98,16.5
7124,11.98,16.5
7125,11.98,16.5
7126,11.98,16.5
7127,11.98,16.5
7128,11.98,16.5
7129,11.98,16.5
7130,11.98,16.5
7131,11.98,16.5
7132,11.98,16.5
7133,11.98,16.5
7134,11.98,16.5
7135,11.98,16.5
7136,11.98,16.5
7137,11.98,16.5
7138,11.98,16.5
7139,11.98,16.5
7140,11.98,16.5
7141,11.98,16.5
7142,11.98,16.5
7143,11.98,16.5
7144,11.98,16.5
7145,11.98,16.5
7146,11.98,16.5
7147,11.98,16.5
7148,11.98,16.5
7149,11.98,16.5
7150,11.98,16.5
7151,11.98,16.5
7152,11.98,16.5
7153,11.98,16.5
7154,11.98,16.5
7155,11.98,16.5
7156,11.98,16.5
7157,11.98,16.5
7158,11.98,16.5
7159,11.98,16.5
7160,11.98,16.5
7161,11.98,16.5
7162,11.98,16.5
7163,11.98,16.5
7164,11.98,16.5
7165,11.98,16.5
7166,11.98,16.5
7167,11.98,16.5
7168,11.98,16.5
7169,11.98,16.5
7170,11.98,16.5
7171,11.98,16.5
7172,11.98,16.5
7173,11.98,16.5
7174,11.98,16.5
7175,11.98,16.5
7176,11.98,16.5
7177,11.98,16.5
7178,11.98,16.5
7179,11.98,16.5
7180,11.98,16.5
7181,11.98,16.5
7182,11.98,16.5
7183,11.98,16.5
7184,11.98,16.5
7185,11.98,16.5
7186,11.98,16.5
7187,11.98,16.5
7188,11.98,16.5
7189,11.98,16.5
7190,11.98,16.5
7191,11.98,16.5
7192,11.98,16.5
7193,11.98,16.5
7194,11.98,16.5
7195,11.98,16.5
7196,11.98,16.5
7197,11.98,16.5
7198,11.98,16.5
7199,11.98,16.5
7200,11.98,16.5
7201,11.98,16.5
7202,11.98,16.5
7203,11.98,16.5
7204,11.98,16.5
7205,11.98,16.5
7206,11.98,16.5
7207,11.98,16.5
7208,11.98,16.5
7209,11.98,16.5
7210,11.98,16.5
7211,11.98,16.5
7212,11.98,16.5
7213,11.98,16.5
7214,11.98,16.5
7215,11.98,16.5
7216,11.98,16.5
7217,11.98,16.5
7218,11.98,16.5
7219,11.98,16.5
7220,11.98,16.5
7221,11.98,16.5
7222,11.98,16.5
7223,11.98,16.5
7224,11.98,16.5
7225,11.98,16.5
7226,11.98,16.5
7227,11.98,16.5
7228,11.98,16.5
7229,11.98,16.5
7230,11.98,16.5
7231,11.98,16.5
7232,11.98,16.5
7233,11.98,16.5
7234,11.98,16.5
7235,11.98,16.5
7236,11.98,16.5
7237,11.98,16.5
7238,11.98,16.5
7239,11.98,16.5
7240,11.98,16.5
7241,11.98,16.5
7242,11.98,16.5
7243,11.98,16.5
7244,11.98,16.5
7245,11.98,16.5
7246,11.98,16.5
7247,11.98,16.5
7248,11.98,16.5
7249,11.98,16.5
7250,11.98,16.5
7251,11.98,16.5
7252,11.98,16.5
7253,11.98,16.5
7254,11.98,16.5
7255,11.98,16.5
7256,11.98,16.5
7257,11.98,16.5
7258,11.98,16.5
7259,11.98,16.5
7260,11.98,16.5
7261,11.98,16.5
7262,11.98,16.5
7263,11.98,16.5
7264,11.98,16.5
7265,11.98,16.5
7266,11.98,16.5
7267,11.98,16.5
7268,11.98,16.5
7269,11.98,16.5
7270,11.98,16.5
7271,11.98,16.5
7272,11.98,16.5
7273,11.98,16.5
7274,11.98,16.5
7275,11.98,16.5
7276,11.98,16.5
7277,11.98,16.5
7278,11.98,16.5
7279,11.98,16.5
7280,11.98,16.5
7281,11.98,16.5
7282,11.98,16.5
7283,11.98,16.5
7284,11.98,16.5
7285,11.98,16.5
7286,11.98,16.5
7287,11.98,16.5
7288,11.98,16.5
7289,11.98,16.5
7290,11.98,16.5
7291,11.98,16.5
7292,11.98,16.5
7293,11.98,16.5
7294,11.98,16.5
7295,11.98,16.5
7296,11.98,16.5
7297,11.98,16.5
7298,11.98,16.5
7299,11.98,16.5
7300,11.98,16.5
7301,11.98,16.5
7302,11.98,16.5
7303,11.98,16.5
7304,11.98,16.5
7305,11.98,16.5
7306,11.98,16.5
7307,11.98,16.5
7308,11.98,16.5
7309,11.98,16.5
7310,11.98,16.5
7311,11.98,16.5
7312,11.98,16.5
7313,11.98,16.5
7314,11.98,16.5
7315,11.98,16.5
7316,11.98,16.5
7317,11.98,16.5
7318,11.98,16.5
7319,11.98,16.5
7320,11.98,19.26
7321,11.98,19.26
7322,11.98,19.26
7323,11.98,19.26
7324,11.98,19.26
7325,11.98,19.26
7326,11.98,19.26
7327,11.98,19.26
7328,11.98,19.26
7329,11.98,19.26
7330,11.98,19.26
7331,11.98,19.26
7332,11.98,19.26
7333,11.98,19.26
7334,11.98,19.26
7335,11.98,19.26
7336,11.98,19.26
7337,11.98,19.26
7338,11.98,19.26
7339,11.98,19.26
7340,11.98,19.26
7341,11.98,19.26
7342,11.98,19.26
7343,11.98,19.26
7344,11.98,19.26
7345,11.98,19.26
7346,11.98,19.26
7347,11.98,19.26
7348,11.98,19.26
7349,11.98,19.26
7350,11.98,19.26
7351,11.98,19.26
7352,11.98,19.26
7353,11.98,19.26
7354,11.98,19.26
7355,11.98,19.26
7356,11.98,19.26
7357,11.98,19.26
7358,11.98,19.26
7359,11.98,19.26
7360,11.98,19.26
7361,11.98,19.26
7362,11.98,19.26
7363,11.98,19.26
7364,11.98,19.26
7365,11.98,19.26
7366,11.98,19.26
7367,11.98,19.26
7368,11.98,19.26
7369,11.98,19.26
7370,11.98,19.26
7371,11.98,19.26
7372,11.98,19.26
7373,11.98,19.26
7374,11.98,19.26
7375,11.98,19.26
7376,11.98,19.26
7377,11.98,19.26
7378,11.98,19.26
7379,11.98,19.26
7380,11.98,19.26
7381,11.98,19.26
7382,11.98,19.26
7383,11.98,19.26
7384,11.98,19.26
7385,11.98,19.26
7386,11.98,19.26
7387,11.98,19.26
7388,11.98,19.26
7389,11.98,19.26
7390,11.98,19.26
7391,11.98,19.26
7392,11.98,19.26
7393,11.98,19.26
7394,11.98,19.26
7395,11.98,19.26
7396,11.98,19.26
7397,11.98,19.26
7398,11.98,19.26
7399,11.98,19.26
7400,11.98,19.26
7401,11.98,19.26
7402,11.98,19.26
7403,11.98,19.26
7404,11.98,19.26
7405,11.98,19.26
7406,11.98,19.26
7407,11.98,19.26
7408,11.98,19.26
7409,11.98,19.26
7410,11.98,19.26
7411,11.98,19.26
7412,11.98,19.26
7413,11.98,19.26
7414,11.98,19.26
7415,11.98,19.26
7416,11.98,19.26
7417,11.98,19.26
7418,11.98,19.26
7419,11.98,19.26
7420,11.98,19.26
7421,11.98,19.26
7422,11.98,19.26
7423,11.98,19.26
7424,11.98,19.26
7425,11.98,19.26
7426,11.98,19.26
7427,11.98,19.26
7428,11.98,19.26
7429,11.98,19.26
7430,11.98,19.26
7431,11.98,19.26
7432,11.98,19.26
7433,11.98,19.26
7434,11.98,19.26
7435,11.98,19.26
7436,11.98,19.26
7437,11.98,19.26
7438,11.98,19.26
7439,11.98,19.26
7440,11.98,19.26
7441,11.98,19.26
7442,11.98,19.26
7443,11.98,19.26
7444,11.98,19.26
7445,11.98,19.26
7446,11.98,19.26
7447,11.98,19.26
7448,11.98,19.26
7449,11.98,19.26
7450,11.98,19.26
7451,11.98,19.26
7452,11.98,19.26
7453,11.98,19.26
7454,11.98,19.26
7455,11.98,19.26
7456,11.98,19.26
7457,11.98,19.26
7458,11.98,19.26
7459,11.98,19.26
7460,11.98,19.26
7461,11.98,19.26
7462,11.98,19.26
7463,11.98,19.26
7464,11.98,19.26
7465,11.98,19.26
7466,11.98,19.26
7467,11.98,19.26
7468,11.98,19.26
7469,11.98,19.26
7470,11.98,19.26
7471,11.98,19.26
7472,11.98,19.26
7473,11.98,19.26
7474,11.98,19.26
7475,11.98,19.26
7476,11.98,19.26
7477,11.98,19.26
7478,11.98,19.26
7479,11.98,19.26
7480,11.98,19.26
7481,11.98,19.26
7482,11.98,19.26
7483,11.98,19.26
7484,11.98,19.26
7485,13.65,19.26
7486,13.65,19.26
7487,13.65,19.26
7488,13.65,19.26
7489,13.65,19.26
7490,13.65,19.26
7491,13.65,19.26
7492,13.65,19.26
7493,13.65,19.26
7494,13.65,19.26
7495,13.65,19.26
7496,13.65,19.26
7497,13.65,19.26
7498,13.65,19.26
7499,13.65,19.26
7500,13.65,19.26
7501,13.65,19.26
7502,13.65,19.26
7503,13.65,19.26
7504,13.65,19.26
7505,13.65,19.26
7506,13.65,19.26
7507,13.65,19.26
7508,13.65,19.26
7509,13.65,19.26
7510,13.65,19.26
7511,13.65,19.26
7512,13.65,19.26
7513,13.65,19.26
7514,13.65,19.26
7515,13.65,19.26
7516,13.65,19.26
7517,13.65,19.26
7518,13.65,19.26
7519,13.65,19.26
7520,13.65,19.26
7521,13.65,19.26
7522,13.65,19.26
7523,13.65,19.26
7524,13.65,19.26
7525,13.65,19.26
7526,13.65,19.26
7527,13.65,19.26
7528,13.65,19.26
7529,13.65,19.26
7530,13.65,19.26
7531,13.65,19.26
7532,13.65,19.26
7533,13.65,19.26
7534,13.65,19.26
7535,13.65,19.26
7536,13.65,19.26
7537,13.65,19.26
7538,13.65,19.26
7539,13.65,19.26
7540,13.65,19.26
7541,13.65,19.26
7542,13.65,19.26
7543,13.65,19.26
7544,13.65,19.26
7545,13.65,19.26
7546,13.65,19.26
7547,13.65,19.26
7548,13.65,19.26
7549,13.65,19.26
7550,13.65,19.26
7551,13.65,19.26
7552,13.65,19.26
7553,13.65,19.26
7554,13.65,19.26
7555,13.65,19.26
7556,13.65,19.26
7557,13.65,19.26
7558,13.65,19.26
7559,13.65,19.26
7560,13.65,19.26
7561,13.65,19.26
7562,13.65,19.26
7563,13.65,19.26
7564,13.65,19.26
7565,13.65,19.26
7566,13.65,19.26
7567,13.65,19.26
7568,13.65,19.26
7569,13.65,19.26
7570,13.65,19.26
7571,13.65,19.26
7572,13.65,19.26
7573,13.65,19.26
7574,13.65,19.26
7575,13.65,19.26
7576,13.65,19.26
7577,13.65,19.26
7578,13.65,19.26
7579,13.65,19.26
7580,13.65,19.26
7581,13.65,19.26
7582,13.65,19.26
7583,13.65,19.26
7584,13.65,19.26
7585,13.65,19.26
7586,13.65,19.26
7587,13.65,19.26
7588,13.65,19.26
7589,13.65,19.26
7590,13.65,19.26
7591,13.65,19.26
7592,13.65,19.26
7593,13.65,19.26
7594,13.65,19.26
7595,13.65,19.26
7596,13.65,19.26
7597,13.65,19.26
7598,13.65,19.26
7599,13.65,19.26
7600,13.65,19.26
7601,13.65,19.26
7602,13.65,19.26
7603,13.65,19.26
7604,13.65,19.26
7605,13.65,19.26
7606,13.65,19.26
7607,13.65,19.26
7608,13.65,19.26
7609,13.65,19.26
7610,13.65,19.26
7611,13.65,19.26
7612,13.65,19.26
7613,13.65,19.26
7614,13.65,19.26
7615,13.65,19.26
7616,13.65,19.26
7617,13.65,19.26
7618,13.65,19.26
7619,13.65,19.26
7620,13.65,19.26
7621,13.65,19.26
7622,13.65,19.26
7623,13.65,19.26
7624,13.65,19.26
7625,13.65,19.26
7626,13.65,19.26
7627,13.65,19.26
7628,13.65,19.26
7629,13.65,19.26
7630,13.65,19.26
7631,13.65,19.26
7632,13.65,19.26
7633,13.65,19.26
7634,13.65,19.26
7635,13.65,19.26
7636,13.65,19.26
7637,13.65,19.26
7638,13.65,19.26
7639,13.65,19.26
7640,13.65,19.26
7641,13.65,19.26
7642,13.65,19.26
7643,13.65,19.26
7644,13.65,19.26
7645,13.65,19.26
7646,13.65,19.26
7647,13.65,19.26
7648,13.65,19.26
7649,13.65,19.26
7650,13.65,19.26
7651,13.65,19.26
7652,13.65,19.26
7653,13.65,19.26
7654,13.65,19.26
7655,13.65,19.26
7656,13.65,19.26
7657,13.65,19.26
7658,13.65,19.26
7659,13.65,19.26
7660,13.65,19.26
7661,13.65,19.26
7662,13.65,19.26
7663,13.65,19.26
7664,13.65,19.26
7665,13.65,19.26
7666,13.65,19.26
7667,13.65,19.26
7668,13.65,19.26
7669,13.65,19.26
7670,13.65,19.26
7671,13.65,19.26
7672,13.65,19.26
7673,13.65,19.26
7674,13.65,19.26
7675,13.65,19.26
7676,13.65,19.26
7677,13.65,19.26
7678,13.65,19.26
7679,13.65,19.26
7680,13.65,19.26
7681,13.65,19.26
7682,13.65,19.26
7683,13.65,19.26
7684,13.65,19.26
7685,13.65,19.26
7686,13.65,19.26
7687,13.65,19.26
7688,13.65,19.26
7689,13.65,19.26
7690,13.65,19.26
7691,13.65,19.26
7692,13.65,19.26
7693,13.65,19.26
7694,13.65,19.26
7695,13.65,19.26
7696,13.65,19.26
7697,13.65,19.26
7698,13.65,19.26
7699,13.65,19.26
7700,13.65,19.26
7701,13.65,19.26
7702,13.65,19.26
7703,13.65,19.26
7704,13.65,19.26
7705,13.65,19.26
7706,13.65,19.26
7707,13.65,19.26
7708,13.65,19.26
7709,13.65,19.26
7710,13.65,19.26
7711,13.65,19.26
7712,13.65,19.26
7713,13.65,19.26
7714,13.65,19.26
7715,13.65,19.26
7716,13.65,19.26
7717,13.65,19.26
7718,13.65,19.26
7719,13.65,19.26
7720,13.65,19.26
7721,13.65,19.26
7722,13.65,19.26
7723,13.65,19.26
7724,13.65,19.26
7725,13.65,19.26
7726,13.65,19.26
7727,13.65,19.26
7728,13.65,19.26
7729,13.65,19.26
7730,13.65,19.26
7731,13.65,19.26
7732,13.65,19.26
7733,13.65,19.26
7734,13.65,19.26
7735,13.65,19.26
7736,13.65,19.26
7737,13.65,19.26
7738,13.65,19.26
7739,13.65,19.26
7740,13.65,19.26
7741,13.65,19.26
7742,13.65,19.26
7743,13.65,19.26
7744,13.65,19.26
7745,13.65,19.26
7746,13.65,19.26
7747,13.65,19.26
7748,13.65,19.26
7749,13.65,19.26
7750,13.65,19.26
7751,13.65,19.26
7752,13.65,19.26
7753,13.65,19.26
7754,13.65,19.26
7755,13.65,19.26
7756,13.65,19.26
7757,13.65,19.26
7758,13.65,19.26
7759,13.65,19.26
7760,13.65,19.26
7761,13.65,19.26
7762,13.65,19.26
7763,13.65,19.26
7764,13.65,19.26
7765,13.65,19.26
7766,13.65,19.26
7767,13.65,19.26
7768,13.65,19.26
7769,13.65,19.26
7770,13.65,19.26
7771,13.65,19.26
7772,13.65,19.26
7773,13.65,19.26
7774,13.65,19.26
7775,13.65,19.26
7776,13.65,19.26
7777,13.65,19.26
7778,13.65,19.26
7779,13.65,19.26
7780,13.65,19.26
7781,13.65,19.26
7782,13.65,19.26
7783,13.65,19.26
7784,13.65,19.26
7785,13.65,19.26
7786,13.65,19.26
7787,13.65,19.26
7788,13.65,19.26
7789,13.65,19.26
7790,13.65,19.26
7791,13.65,19.26
7792,13.65,19.26
7793,13.65,19.26
7794,13.65,19.26
7795,13.65,19.26
7796,13.65,19.26
7797,13.65,19.26
7798,13.65,19.26
7799,13.65,19.26
7800,13.65,19.26
7801,13.65,19.26
7802,13.65,19.26
7803,13.65,19.26
7804,13.65,19.26
7805,13.65,19.26
7806,13.65,19.26
7807,13.65,19.26
7808,13.65,19.26
7809,13.65,19.26
7810,13.65,19.26
7811,13.65,19.26
7812,13.65,19.26
7813,14.68,19.26
7814,14.68,19.26
7815,14.68,19.26
7816,14.68,19.26
7817,14.68,19.26
7818,14.68,19.26
7819,14.68,19.26
7820,14.68,19.26
7821,14.68,19.26
7822,14.68,19.26
7823,14.68,19.26
7824,14.68,19.26
7825,14.68,19.26
7826,14.68,19.26
7827,14.68,19.26
7828,14.68,19.26
7829,14.68,19.26
7830,14.68,19.26
7831,14.68,19.26
7832,14.68,19.26
7833,14.68,19.26
7834,14.68,19.26
7835,14.68,19.26
7836,14.68,19.26
7837,14.68,19.26
7838,14.68,19.26
7839,14.68,19.26
7840,14.68,19.26
7841,14.68,19.26
7842,14.68,19.26
7843,14.68,19.26
7844,14.68,19.26
7845,14.68,19.26
7846,14.68,19.26
7847,14.68,19.26
7848,14.68,19.26
7849,14.68,19.26
7850,14.68,19.26
7851,14.68,19.26
7852,14.68,19.26
7853,14.68,19.26
7854,14.68,19.26
7855,14.68,19.26
7856,14.68,19.26
7857,14.68,19.26
7858,14.68,19.26
7859,14.68,19.26
7860,14.68,19.26
7861,14.68,19.26
7862,14.68,19.26
7863,14.68,19.26
7864,14.68,19.26
7865,14.68,19.26
7866,14.68,19.26
7867,14.68,19.26
7868,14.68,19.26
7869,14.68,19.26
7870,14.68,19.26
7871,14.68,19.26
7872,14.68,19.26
7873,14.68,19.26
7874,14.68,19.26
7875,14.68,19.26
7876,14.68,19.26
7877,14.68,19.26
7878,14.68,19.26
7879,14.68,19.26
7880,14.68,19.26
7881,14.68,19.26
7882,14.68,19.26
7883,14.68,19.26
7884,14.68,19.26
7885,14.68,19.26
7886,14.68,19.26
7887,14.68,19.26
7888,14.68,19.26
7889,14.68,19.26
7890,14.68,19.26
7891,14.68,19.26
7892,14.68,19.26
7893,14.68,19.26
7894,14.68,19.26
7895,14.68,19.26
7896,14.68,19.26
7897,14.68,19.26
7898,14.68,19.26
7899,14.68,19.26
7900,14.68,19.26
7901,14.68,19.26
7902,14.68,19.26
7903,14.68,19.26
7904,14.68,19.26
7905,14.68,19.26
7906,14.68,19.26
7907,14.68,19.26
7908,14.68,19.26
7909,14.68,19.26
7910,14.68,19.26
7911,14.68,19.26
7912,14.68,19.26
7913,14.68,19.26
7914,14.68,19.26
7915,14.68,19.26
7916,14.68,19.26
7917,14.68,19.26
7918,14.68,19.26
7919,14.68,19.26
7920,14.68,19.26
7921,14.68,19.26
7922,14.68,19.26
7923,14.68,19.26
7924,14.68,19.26
7925,14.68,19.26
7926,14.68,19.26
7927,14.68,19.26
7928,14.68,19.26
7929,14.68,19.26
7930,14.68,19.26
7931,14.68,19.26
7932,14.68,19.26
7933,14.68,19.26
7934,14.68,19.26
7935,14.68,19.26
7936,14.68,19.26
7937,14.68,19.26
7938,14.68,19.26
7939,14.68,19.26
7940,14.68,19.26
7941,14.68,19.26
7942,14.68,19.26
7943,14.68,19.26
7944,14.68,19.26
7945,14.68,19.26
7946,14.68,19.26
7947,14.68,19.26
7948,14.68,19.26
7949,14.68,19.26
7950,14.68,19.26
7951,14.68,19.26
7952,14.68,19.26
7953,14.68,19.26
7954,14.68,19.26
7955,14.68,19.26
7956,14.68,19.26
7957,14.68,19.26
7958,14.68,19.26
7959,14.68,19.26
7960,14.68,19.26
7961,14.68,19.26
7962,14.68,19.26
7963,14.68,19.26
7964,14.68,19.26
7965,14.68,19.26
7966,14.68,19.26
7967,14.68,19.26
7968,14.68,19.26
7969,14.68,19.26
7970,14.68,19.26
7971,14.68,19.26
7972,14.68,19.26
7973,14.68,19.26
7974,14.68,19.26
7975,14.68,19.26
7976,14.68,19.26
7977,14.68,19.26
7978,14.68,19.26
7979,14.68,19.26
7980,14.68,19.26
7981,14.68,19.26
7982,14.68,19.26
7983,14.68,19.26
7984,14.68,19.26
7985,14.68,19.26
7986,14.68,19.26
7987,14.68,19.26
7988,14.68,19.26
7989,14.68,19.26
7990,14.68,19.26
7991,14.68,19.26
7992,14.68,19.26
7993,14.68,19.26
7994,14.68,19.26
7995,14.68,19.26
7996,14.68,19.26
7997,14.68,19.26
7998,14.68,19.26
7999,14.68,19.26
8000,14.68,19.26
8001,14.68,19.26
8002,14.68,19.26
8003,14.68,19.26
8004,14.68,19.26
8005,14.68,19.26
8006,14.68,19.26
8007,14.68,19.26
8008,14.68,19.26
8009,14.68,19.26
8010,14.68,19.26
8011,14.68,19.26
8012,14.68,19.26
8013,14.68,19.26
8014,14.68,19.26
8015,14.68,19.26
8016,14.68,19.26
8017,14.68,19.26
8018,14.68,19.26
8019,14.68,19.26
8020,14.68,19.26
8021,14.68,19.26
8022,14.68,19.26
8023,14.68,19.26
8024,14.68,19.26
8025,14.68,19.26
8026,14.68,19.26
8027,14.68,19.26
8028,14.68,19.26
8029,14.68,19.26
8030,14.68,19.26
8031,14.68,19.26
8032,14.68,19.26
8033,14.68,19.26
8034,14.68,19.26
8035,14.68,19.26
8036,14.68,19.26
8037,14.68,19.26
8038,14.68,19.26
8039,14.68,19.26
8040,14.68,19.26
8041,14.68,19.26
8042,14.68,19.26
8043,14.68,19.26
8044,14.68,19.26
8045,14.68,19.26
8046,14.68,19.26
8047,14.68,19.26
8048,14.68,19.26
8049,14.68,19.26
8050,14.68,19.26
8051,14.68,19.26
8052,14.68,19.26
8053,14.68,19.26
8054,14.68,19.26
8055,14.68,19.26
8056,14.68,19.26
8057,14.68,19.26
8058,14.68,19.26
8059,14.68,19.26
8060,14.68,19.26
8061,14.68,19.26
8062,14.68,19.26
